fpid,doi,list_of_std,selection_criteria,ma_specified_objective,search_databases,search_string,nb_std_per_step,quantitative_results_described,statistical_methods_described,individual_effect_sizes,individual_std_weighted,dataset_available,confidence_intervals,method_of_data_extraction,heterogeneity_of_results_analyzed,funding_sources_mentioned,publication_bias_analyzed,quality_score_perc,impact_matrix
water-saving irrigation practices in non-flooded lands,10.1038/s41598-021-01433-w,1,"should be an open-field or greenhouse plot study (pot studies were excluded), provided yield data for fi and dis; provided detailed information on irrigation criteria and di was given as a percentage of fi; provided information on soil texture of experimental site or percentage of sand, silt and clay particles in the soil; provided mean yield and sample size for individual irrigation levels.",1,1,0,0,1,1,0,1,0,1,0,1,1,1,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.3390/agronomy12102305,1,"only field measurement data were included, without considering laboratory or pot experimental data and modeling results. the n2o fluxes were always measured by using manual static chambers, with three or more spatial replicates. the consecutive measurement period covered at least an experimental year.",1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.atmosenv.2018.12.046,1,a study was excluded during the meta-analysis process that reported n2o uptake on an annual basis because the natural log could not be calculated.,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.75,ghg emissions
water-saving irrigation practices in non-flooded lands,10.1016/j.scitotenv.2020.140696,1,"1) only field experimental
 data were included and laboratory or pot experimental data and modeling results were not considered, 2) measurements obtained
 under green soybean crops were not considered, 3) n2o emissions and related input rates of n fertilizers and irrigation water were recorded over a whole growing season, 4) a few measurements 
that were only reported on an annual basis were excluded.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.8125,ghg emissions
water-saving irrigation practices in non-flooded lands,10.1111/gcb.15636,1,"(a) the study was field based and n2 o emissions accumulated at least a crop season (paddy field, greenhouse and laboratory incubation experiments excluded), (b) the study was of replicated plot design with at least three replicates per treatment, (c) the study included a control treatment condition of no added fertilizer n, or (d) n 2 o emissions were reported for treatment of drip irrigation and at least one other irrigation system, or (e) treatments of n product type or rate of fertilizer addition in a drip-irrigated system.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ghg emissions
water-saving irrigation practices in non-flooded lands,10.3390/agronomy12102305,1,"only field measurement data were included, without considering laboratory or pot experimental data and modeling results. the n2o fluxes were always measured by using manual static chambers, with three or more spatial replicates. the consecutive measurement period covered at least an experimental year.",1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.6875,ghg emissions
water-saving irrigation practices in non-flooded lands,10.1016/j.jclepro.2017.06.085,0,"(1) comparisons between non-irrigation and irrigation practices; (2) at least one parameter of interest (grain yield, yield components, water productivity, and et) was reported; and (3) the experimental location was stated. studies that described only the relationship between irrigation and wheat yield without a non-irrigation practice, and those that did not provide clear descriptions of the experimental methods were rejected.",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0.6875,global warming potential (lca)
water-saving irrigation practices in non-flooded lands,10.1007/s11356-020-08322-1,1,"(1) studied nitrate leaching in vegetable fields rather than in soil columns or pot experiments; (2) carried out study for at least one growing season; and (3) measured nitrate leaching in terms of mass of n lost by suction cup, lysimeter, or soil sample methods.",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.6875,nutrient leaching and run-off
water-saving irrigation practices in non-flooded lands,10.1016/j.agee.2013.04.018,1,"(i) study of nl in an irrigated agricultural cropping system; (ii) study for at least one growing season; (iii) conducted under field conditions; (iv) nl was measured in terms of mass of n lost (i.e. no3-n concentration and the volume of water leached were both considered) studies that determined the risk of nl through soil or soil solution no3-n concentrations, were not considered as these might give a skewed view of nl. even if the study relied on computer modeling to simulate components of the water balance or solute transport, the studies were selected if data collected under field conditions were the major component of the results. for all studies, a general site and environment description was required to ensure proper location, soil and climate type and crop identification. articles were also discarded from the ma either because they did not follow an experimental design with a control (17 articles) or because mixed treatments impeded obtaining pair comparison observations (11).",1,1,1,1,1,1,0,0,0,1,0,1,1,0,0.6875,nutrient leaching and run-off
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2018.08.035,0,"the literature was screened by the following criteria: 1) contained data for tomato yield and water and n inputs, 2) year and experimental site were provided and 3) temperature and rainfall during the growing season were documented. additionally (for pairewise comparision: data set contained at least two n inputs and/or two water inputs for the pairwise comparisons).",1,1,1,0,1,1,1,0,0,1,0,0,1,1,0.625,plant nutrient uptake
water-saving irrigation practices in non-flooded lands,10.1016/j.scitotenv.2020.140696,1,"1) only field experimental
 data were included and laboratory or pot experimental data and modeling results were not considered, 2) measurements obtained
 under green soybean crops were not considered, 3) n2o emissions and related input rates of n fertilizers and irrigation water were recorded over a whole growing season, 4) a few measurements 
that were only reported on an annual basis were excluded.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.8125,plant nutrient uptake
