fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Mulching,10.1016/j.jclepro.2017.10.269,Maize,Plastic film mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic film mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Maize,Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Mulching,10.1016/j.jclepro.2017.10.269,Cereals (wheat and maize),Plastic mulching,Plastic film mulching,No mulching,No mulching,Soil management,S21X,Mulching (S21X)
Pesticides reduction strategies,10.1016/j.biocon.2018.11.020,Perennial crops (orchards and vineyards),Low-input system,Low-input system,Conventional systems,Conventional system,Plant protection,"L1,P3X","Low input systems (L1), Integrated production (P3X)"
No tillage and reduced tillage,10.1111/gcb.13513,Cropping system,No tillage,No tillage,Conventional tillage,Conventional tillage,Soil management,S12,No tillage (S12)
No tillage and reduced tillage,10.1111/gcb.13513,Cropping system,No tillage,No tillage,Conventional tillage,Conventional tillage,Soil management,S12,No tillage (S12)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic crops,Organic cropping systems,Conventional crops,Conventional system,Organic farming,O1X,Organic farming (O1X)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic livestock and dairy products,Organic livestock products,Conventional crops + Livestock,Conventional system,Organic farming,O1X,Organic farming (O1X)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic vegetables and fruits,Organic cropping systems,Conventional crops,Conventional system,Organic farming,O1X,Organic farming (O1X)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic dairy products,Organic livestock products,Conventional crops + Livestock,Conventional system,Organic farming,O1X,Organic farming (O1X)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic livestock products,Organic livestock products,Conventional crops + Livestock,Conventional system,Organic farming,O1X,Organic farming (O1X)
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic vegetables and fruits,Organic cropping systems,Conventional crops,Conventional system,Organic farming,O1X,Organic farming (O1X)
Crop rotation,10.1111/j.1469-8137.2005.01490.x,Agricultural soils,Rotations of mycorrhizal species,Diversified rotation,Continuous cropping of one mycorrhizal species,Simplified rotation,Crop rotation and diversification,R11,Crop rotation (R11)
Crop rotation,10.1111/j.1469-8137.2005.01490.x,Agricultural soils,Rotations with mycorrhizal species,Diversified rotation,Rotations without mycorrhizal species,Simplified rotation,Crop rotation and diversification,R11,Crop rotation (R11)
Intercropping,10.1038/s41477-020-0680-9,Multiple crops,Intercropping,Crop mixture cropping,Monoculture,monoculture,Crop rotation and diversification,R15,Mixed cropping / intercropping  (R15)
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Increasing forage quality,Feed without sericea lespedeza,Not increasing forage quality,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,low (0 < saponins ≤ 0.5% DM),Low saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,Urea,No SRU supplementation,No urea,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,Urea,No SRU supplementation,No urea,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,low (0 < saponins ≤ 0.5% DM),Low saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,low (0 < saponins ≤ 0.5% DM),Low saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,Urea,No SRU supplementation,No urea,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,low (0 < saponins ≤ 0.5% DM),Low saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Nitrate supplementation,Nitrate,No nitrate supplementation,No nitrate,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,Low (0 < saponins ≤ 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Increasing forage quality,Feed without sericea lespedeza,Not increasing forage quality,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Increasing forage quality,Feed without sericea lespedeza,Not increasing forage quality,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.3390/fermentation8060254,Beef cattle,Essential oils,Essential oils,No essential oils,No essential oils,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Lipid supplementation,Oils and fats,No lipid supplementation,No oils and fats,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Lipid supplementation,Oils and fats,No lipid supplementation,No oils and fats,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Increasing forage quality,Feed without sericea lespedeza,Not increasing forage quality,Animal husbandry,A15X,Optimised feeding plans (A15X)
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,Urea,No SRU supplementation,No urea,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,low (0 < saponins ≤ 0.5% DM),Low saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,Urea,No SRU supplementation,No urea,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Saponins supplementation,Saponins,No saponin supplementation,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Tannins supplementation,Tannins,No tannins supplementation,No tannins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Saponins,Feed without saponin,No saponins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Tannins supplementation,Tannins,No tannins supplementation,No tannins,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.4141/CJAS07112,Dairy cattle,Lipids supplementation,Oils and fats,No lipids supplementation,No oils and fats,Animal husbandry,A14,Feed additives (A14)
