fpid,doi,population,intervention,control,metric,effect_size,impact_matrix,impact_positive_effect
Mulching,10.1016/j.jclepro.2017.10.269,Wheat,Plastic mulching,No mulching,Soil total nitrogen,Difference of the considered metrics between intervention and control,Soil nutrients,increase
Mulching,10.1016/j.jclepro.2017.10.269,Cereals (wheat and maize),Plastic mulching,No mulching,Yield-scaled GHG emissions,Difference of the considered metrics between intervention and control,Global warming potential (LCA),decrease
Pesticides reduction strategies,10.1016/j.biocon.2018.11.020,Perennial crops (orchards and vineyards),Low-input system,Conventional systems,Number of pesticide applications,Difference of the considered metrics between intervention and control,Pesticide use,decrease
No tillage and reduced tillage,10.1111/gcb.13513,Cropping system,No tillage,Conventional tillage,N stock,Difference of the considered metrics between intervention and control,Soil nutrients,increase
No tillage and reduced tillage,10.1111/gcb.13513,Cropping system,No tillage,Conventional tillage,SOC stock,Difference of the considered metrics between intervention and control,Carbon sequestration,increase
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic crops,Conventional crops,Energy use efficiency,Difference of the considered metrics between intervention and control,Energy use (LCA),decrease
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic livestock and dairy products,Conventional crops + Livestock,Energy use efficiency,Difference of the considered metrics between intervention and control,Energy use (LCA),decrease
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic vegetables and fruits,Conventional crops,Energy use efficiency,Difference of the considered metrics between intervention and control,Energy use (LCA),decrease
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic dairy products,Conventional crops + Livestock,Greenhouse gas emissions (overall) per unit of product (large majority) and per unit of area (few),Difference of the considered metrics between intervention and control,Global warming potential (LCA),decrease
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic livestock products,Conventional crops + Livestock,Greenhouse gas emissions (overall) per unit of product (large majority) and per unit of area (few),Difference of the considered metrics between intervention and control,Global warming potential (LCA),decrease
Organic farming systems,10.1016/j.jenvman.2015.07.021,Farm-level studies assessing the performance of organic systems in comparison to conventional systems.,Organic vegetables and fruits,Conventional crops,Greenhouse gas emissions (overall) per unit of product (large majority) and per unit of area (few),Difference of the considered metrics between intervention and control,Global warming potential (LCA),decrease
Crop rotation,10.1111/j.1469-8137.2005.01490.x,Agricultural soils,Rotations of mycorrhizal species,Continuous cropping of one mycorrhizal species,Arbuscular mycorrhizal colonization,Difference of the considered metrics between intervention and control,Soil biological quality,increase
Crop rotation,10.1111/j.1469-8137.2005.01490.x,Agricultural soils,Rotations with mycorrhizal species,Rotations without mycorrhizal species,Arbuscular mycorrhizal colonization,Difference of the considered metrics between intervention and control,Soil biological quality,increase
Intercropping,10.1038/s41477-020-0680-9,Multiple crops,Intercropping,Monoculture,"Overall yield gain (NE, difference between the observed yield and the expected yield)",Difference of the considered metrics between intervention and control,Crop yield,increase
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Feed without sericea lespedeza,Average daily gain,Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),low (0 < saponins ≤ 0.5% DM),Acid detergent fiber digestibility,Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,No SRU supplementation,Manure N excretion,Difference of the considered metrics between intervention and control,Nutrient excretion,decrease
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,No SRU supplementation,Manure N excretion intensity,Difference of the considered metrics between intervention and control,Nutrient excretion,decrease
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),low (0 < saponins ≤ 0.5% DM),Organic matter digestibility,Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),low (0 < saponins ≤ 0.5% DM),Neutral detergent fiber digestibility,Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1371/journal.pone.0246922,Dairy cattle,Slow-release urea (SRU) supplementation,No SRU supplementation,Feed efficiency,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),low (0 < saponins ≤ 0.5% DM),Dry matter digestibility,Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1016/j.smallrumres.2023.106919,Sheep,Nitrate supplementation,No nitrate supplementation,CH4 production,Difference of the considered metrics between intervention and control,GHG emissions,decrease
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,Low (0 < saponins ≤ 0.5% DM),Feed without saponin,Methane emissions/unit of dry matter intake,Difference of the considered metrics between intervention and control,GHG emissions,decrease
Livestock feeding techniques,10.1016/j.livsci.2021.104707,Small ruminants (sheep and goats),Inclusion of nutraceutical forage sericea lespedeza ‘AU-grazer’ (SL; Lespedeza cuneata),Feed without sericea lespedeza,N digestibility (%),Difference of the considered metrics between intervention and control,Animal production,increase
Livestock feeding techniques,10.1088/1755-1315/788/1/012028,Ruminants,high (saponins > 0.5% DM),Feed without saponin,Methane emissions/unit of dry matter intake,Difference of the considered metrics between intervention and control,GHG emissions,decrease
