"doi","authors","year","title","reference","type"
"10.5344/ajev.2019.18047","doring, j; collins, c; frisch, m; kauer, r","2019","organic and biodynamic viticulture affect biodiversity and properties of vine and wine: a systematic quantitative review","AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE, 70(3), 221-242.","meta-analysis"
"10.1111/1365-2664.13113","garcia-palacios, p; gattinger, a; bracht-jorgensen, h; brussaard, l; carvalho, f; castro, h; clement, jc; de deyn, g; d'hertefeldt, t; foulquier, a; hedlund, k; lavorel, s; legay, n; lori, m; mader, p; martinez-garcia, lb; da silva, p; muller, a; nascimento, e; reis, f; symanczik, s; sousa, j; milla, r.","2018","crop traits drive soil carbon sequestration under organic farming","Journal of Applied Ecology 30, 1–10.","meta-analysis"
"10.1016/j.agee.2011.03.014","garratt, mpd; wright, dj; leather, sr.","2011","the effects of farming system and fertilisers on pests and natural enemies: a synthesis of current research","AGRICULTURE ECOSYSTEMS & ENVIRONMENT 141, 261-270.","meta-analysis"
"10.1073/pnas.1209429109","gattinger a; muller a; haeni m; skinner c; fliessbach a; buchmann n; mäder p; stolze m; smith p; el-hage scialabba n; niggli u.","2012","enhanced top soil carbon stocks under organic farming","PNAS 109 (44), 18226-18231.","meta-analysis"
"10.1016/j.soilbio.2009.08.020","kaschuk, g;  alberton, o;  hungria, m.","2010","three decades of soil microbial biomass studies in brazilian ecosystems: lessons learned about soil quality and indications for improving sustainability.","Soil Biology & Biochemistry 42: 1–13.","systematic review"
"10.1016/j.biocon.2018.11.020","katayama, n; bouam, i; koshida, c; baba, yg","2019","biodiversity and yield under different land-use types in orchard/vineyard landscapes: a meta-analysis","BIOLOGICAL CONSERVATION 229, 125-133.","meta-analysis"
"10.1016/j.jenvman.2015.07.021","lee k.s., choe y.c., park s.h.","2015","measuring the environmental effects of organic farming: a meta-analysis of structural variables in empirical research","JOURNAL OF ENVIRONMENTAL MANAGEMENT 162, 263-274.","meta-analysis"
"10.1007/s13593-017-0455-5","lesur-dumoulin, c; malezieux, e; ben-ari, t; langlais, c; makowski, d.","2017","lower average yields but similar yield variability in organic versus conventional horticulture. a meta-analysis.","Agronomy for Sustainable Development 37, 45","meta-analysis"
"10.1111/gcb.13714","lichtenberg, em; kennedy, cm; kremen, c; batary, p; berendse, f; bommarco, r; bosque-perez, na; carvalheiro, lg; snyder, we; williams, nm; winfree, r; klatt, bk; astrom, s; benjamin, f; brittain, c; chaplin-kramer, r; clough, y; danforth, b; diekotter, t; eigenbrode, sd; ekroos, j; elle, e; freitas, bm; fukuda, y; gaines-day, hr; grab, h; gratton, c; holzschuh, a; isaacs, r; isaia, m; jha, s; jonason, d; jones, vp; klein, am; krauss, j; letourneau, dk; macfadyen, s; mallinger, re; martin, ea; martinez, e; memmott, j; morandin, l; neame, l; otieno, m; park, mg; pfiffner, l; pocock, mjo; ponce, c; potts, sg; poveda, k; ramos, m; rosenheim, ja; rundlof, m; sardinas, h; saunders, me; schon, nl; sciligo, ar; sidhu, cs; steffan-dewenter, i; tscharntke, t; vesely, m; weisser, ww; wilson, jk; crowder, dw.","2017","a global synthesis of the effects of diversified farming systems on arthropod diversity within fields and across agricultural landscapes.","GLOBAL CHANGE BIOLOGY, 23, 11,  4946-4957.","meta-analysis"
"10.1108/00070700910992925","mondelaers, k; aertsens, j; van huylenbroeck, g.","2009","a meta-analysis of the differences in environmental impacts between organic and conventional farming","BRITISH FOOD JOURNAL 111 10, 1098-1119","meta-analysis"
"www.scielo.org.co/scielo.php?pid=S0120-04882014000200001&script=sci_abstract","montañez, mn; amarillo-suárez, a.","2014","impact of organic crops on the diversity of insects: a review of recent research.","Revista Colombiana de Entomología 40: 131 - 142.","meta-analysis"
"10.1038/s41893-018-0102-4","muneret, l; mitchell, m; seufert, v; aviron, s; djoudi, e; petillon, j; plantegenest, m; thiery, d; rusch, a.","2018","evidence that organic farming promotes pest control","Nature Sustainability 1, 361-368","meta-analysis"
"10.1098/rspb.2014.1396","ponisio, lc; m'gonigle, lk; mace, kc; palomino, j; de valpine, p; kremen, c","2015","diversification practices reduce organic to conventional yield gap","Proc. R. Soc. B 282, 20141396","meta-analysis"
"10.1038/nature11069","seufert, v; ramankutty, n; foley, ja","2012","comparing the yields of organic and conventional agriculture","NATURE 485, 229–232.","meta-analysis"
"10.1016/j.scitotenv.2013.08.098","skinner, c; gattinger, a; muller, a; mader, p; fliessbach, a; stolze, m; ruser, r; niggli, u.","2014","greenhouse gas fluxes from agricultural soils under organic and non-organic management - a global meta-analysis","Science of the Total Environment 468–469, 553–563","meta-analysis"
"10.1073/pnas.1906909117","smith, om; cohen, al; reganold, jp; jones, ms; orpet, rj; taylor, jm; thurman, jh; cornell, ka; olsson, rl; ge, y; kennedy, cm; crowder, dw","2020","landscape context affects the sustainability of organic farming systems","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA, 117(6), 2870-2878.","meta-analysis"
"10.3389/fsufs.2019.00082","smith, om; cohen, al; rieser, cj; davis, ag; taylor, jm; adesanya, aw; jones, ms; meier, ar; reganold, jp; orpet, rj; northfield, td; crowder, dw","2019","organic farming provides reliable environmental benefits but increases variability in crop yields: a global meta-analysis","FRONTIERS IN SUSTAINABLE FOOD SYSTEMS, 3,","meta-analysis"
"10.1111/1365-2664.12219","tuck, sl; winqvist, c; mota, f; ahnstrom, j; turnbull, la; bengtsson, j.","2014","land-use intensity and the effects of organic farming on biodiversity: a hierarchical meta-analysis.","Journal of Applied Ecology 51: 746-755.","meta-analysis"
"10.1016/j.jenvman.2012.08.018","tuomisto hl; hodge id; riordana p; macdonald dw","2012","does organic farming reduce environmental impacts? – a meta-analysis of european research","JOURNAL OF ENVIRONMENTAL MANAGEMENT, 112, 309-320.","meta-analysis"
"10.1007/978-3-319-00915-5_3","wilcox, jc; barbottin, a; durant, d; tichit, m; makowski, d.","2013","farmland birds and arable farming, a meta-analysis.","Sustainable Agriculture Reviews 13: 35-63.","meta-analysis"
"10.1080/03650340.2021.1946040","alvarez, r","2022","comparing productivity of organic and conventional farming systems: a quantitative review","ARCHIVES OF AGRONOMY AND SOIL SCIENCE","meta-analysis"
"10.1071/SR21098","alvarez, r","2021","organic farming does not increase soil organic carbon compared to conventional farming if there is no carbon transfer from other agroecosystems. a meta-analysis","Soil Research 60(3) 211-223","meta-analysis"
"10.3390/agronomy10081149","wei, zb; ying, h; guo, xw; zhuang, mh; cui, zl; zhang, fs","2020","substitution of mineral fertilizer with organic fertilizer in maize systems: a meta-analysis of reduced nitrogen and carbon emissions","AGRONOMY, 10, 1149.","meta-analysis"
"10.1016/j.agee.2016.10.024","vicente-vicente, jl; garcia-ruiz, r; francaviglia, r; aguilera, e; smith, p","2016","soil carbon sequestration rates under mediterranean woody crops using recommended management practices: a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 235, 204-214.","meta-analysis"
"10.1016/j.scitotenv.2020.141003","liu, s; wang, j; pu, s; blagodatskaya, e; kuzyakov, y; razavi, bs","2020","impact of manure on soil biochemical properties: a global synthesis","SCIENCE OF THE TOTAL ENVIRONMENT, 745, 141003.","meta-analysis"
"10.1016/S2095-3119(17)61673-3","dai, sy; wang, j; cheng, y; zhang, jb; cai, zc","2017","effects of long-term fertilization on soil gross n transformation rates and their implications","JOURNAL OF INTEGRATIVE AGRICULTURE, 16, 2863-2870.","meta-analysis"
"10.1038/srep27199","han, pf; zhang, w; wang, gc; sun, wj; huang, y","2016","changes in soil organic carbon in croplands subjected to fertilizer management: a global meta-analysis","SCIENTIFIC REPORTS, 6 27199.","meta-analysis"
"10.1111/gcb.12438","maillard, é; angers, da","2014","animal manure application and soil organic carbon stocks: a meta-analysis","GLOBAL CHANGE BIOLOGY, 20, 666–679.","meta-analysis"
"10.1007/s13593-019-0579-x","blouin, m; barrere, j; meyer, n; lartigue, s; barot, s; mathieu, j","2019","vermicompost significantly affects plant growth. a meta-analysis","AGRONOMY FOR SUSTAINABLE DEVELOPMENT, 39, 34.","meta-analysis"
"10.1111/gcbb.12507","fabio, es; smart, lb","2018","effects of nitrogen fertilization in shrub willow short rotation coppice production - a quantitative review","GLOBAL CHANGE BIOLOGY BIOENERGY, 10(8), 548-564.","meta-analysis"
"10.2134/ael2019.07.0024","luo, wq; o'brien, pl; hatfield, jl","2019","crop yield and nitrous oxide emissions following swine manure application: a meta-analysis","AGRICULTURAL & ENVIRONMENTAL LETTERS, 4(1), 190024.","meta-analysis"
"10.2134/agronj2016.10.0627","wortman, se; holmes, aa; miernicki, e; knoche, k; pittelkow, cm","2017","first‐season crop yield response to organic soil amendments: a meta‐analysis","AGRONOMY JOURNAL, 109(4), 1210–1217.","meta-analysis"
"10.1016/j.agee.2012.09.006","aguilera, e; lassaletta, l; sanz-cobena, a; garnier, j; vallejo, a","2013","the potential of organic fertilizers and water management to reduce n2o emissions in mediterranean climate cropping systems. a review","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 164, 32-52.","meta-analysis"
"10.1016/j.agee.2016.11.021","charles, a; rochette, p; whalen, jk; angers, da; chantigny, mh; bertrand, n","2017","global nitrous oxide emission factors from agricultural soils after addition of organic amendments: a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 236, 88-98.","meta-analysis"
"10.1016/j.jclepro.2020.124019","shakoor, a; shakoor, s; rehman, a; ashraf, f; abdullah, m; shahzad, sm; farooq, th; ashraf, m; manzoor, ma; altaf, mm; altaf, ma","2021","effect of animal manure, crop type, climate zone, and soil attributes on greenhouse gas emissions from agricultural soils—a global meta-analysis","JOURNAL OF CLEANER PRODUCTION, 278, 124019.","meta-analysis"
"10.1016/j.scitotenv.2020.141795","yang, l; deng, y; wang, x; zhang, w; shi, x; chen, x; lakshmanan, p; zhang, f","2021","global direct nitrous oxide emissions from the bioenergy crop sugarcane (saccharum spp. inter-specific hybrids)","SCIENCE OF THE TOTAL ENVIRONMENT, 752, 141795.","meta-analysis"
"10.1111/gcb.13648","zhou, mh; zhu, b; wang, sj; zhu, xy; vereecken, h; bruggemann, n","2017","stimulation of n2o emission by manure application to agricultural soils may largely offset carbon benefits: a global meta-analysis","GLOBAL CHANGE BIOLOGY, 23, 4068-4083.","meta-analysis"
"10.13031/2013.41918","liu, z; powers, w","2012","meta-analysis of greenhouse gas emissions from swine manure land application","AMERICAN SOCIETY OF AGRICULTURAL AND BIOLOGICAL ENGINEERS, 2012 Annual International Meeting, 5, 3829-3843.","meta-analysis"
"10.2760/373351","huygens, d; orveillon, g; lugato, e; tavazzi, s; comero, s; jones, a; gawlik, b; saveyn, hgm","2020","technical proposals for the safe use of processed manure above the threshold established for nitrate vulnerable zones by the nitrates directive (91/676/eec).","EUR 30363 EN, Publications Office of the European Union, Luxembourg","meta-analysis"
"10.1016/j.agee.2011.08.020","kallenbach, c; grandy, as","2011","controls over soil microbial biomass responses to carbon amendments in agricultural systems: a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 144(1), 241-252.","meta-analysis"
"10.1016/j.agee.2016.07.015","liu, t; chen, xy; hu, f; ran, w; shen, qr; li, hx; whalen, jk","2016","carbon-rich organic fertilizers to increase soil biodiversity: evidence from a meta-analysis of nematode communities","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 232, 199-207.","meta-analysis"
"10.1016/j.soilbio.2019.107632","luo, gw; sun, b; li, l; li, mh; liu, mq; zhu, yy; guo, sw; ling, n; shen, qr","2019","understanding how long-term organic amendments increase soil phosphatase activities: insight into phod- and phoc-harboring functional microbial populations","SOIL BIOLOGY & BIOCHEMISTRY, 139, 107632.","meta-analysis"
"10.1016/j.apsoil.2017.03.011","liu, xja; van groenigen, kj; dijkstra, p; hungate, ba","2017","increased plant uptake of native soil nitrogen following fertilizer addition - not a priming effect?","APPLIED SOIL ECOLOGY, 114, 105-110.","meta-analysis"
"10.1016/j.geoderma.2020.114784","cao, y; he, z; zhu, t; zhao, f","2021","organic-c quality as a key driver of microbial nitrogen immobilization in soil: a meta-analysis","GEODERMA, 383, 114784.","meta-analysis"
"10.1016/j.geoderma.2019.03.036","xu, sq; liu, x; li, xj; tian, cj","2019","soil organic carbon changes following wetland cultivation: a global meta-analysis","GEODERMA, 347, 49-58.","meta-analysis"
"10.1016/j.geoderma.2019.06.027","xu, sq; liu, x; li, xj; tian, cj","2019","soil organic carbon changes following wetland restoration: a global meta-analysis","GEODERMA, 353, 89-96.","meta-analysis"
"10.1002/ece3.2469","abdalla, m; hastings, a; truu, j; espenberg, m; mander, u; smith, p","2016","emissions of methane from northern peatlands: a review of management impacts and implications for future management options","ECOLOGY AND EVOLUTION, 6(19), 7080-7102.","meta-analysis"
"10.1038/s41558-021-01059-w","huang, y; ciais, p; luo, y; zhu, d; wang, y; qiu, c; goll, ds; guenet, b; makowski, d; de graaf, i; leifeld, j","2021","tradeoff of co2 and ch4 emissions from global peatlands under water-table drawdown","NATURE CLIMATE CHANGE, 11, 618-622.","meta-analysis"
"10.1111/gcb.14933","tan, ls; ge, zm; zhou, xh; li, sh; li, xz; tang, jw","2020","conversion of coastal wetlands, riparian wetlands, and peatlands increases greenhouse gas emissions: a global meta-analysis","GLOBAL CHANGE BIOLOGY, 26(3), 1638-1653.","meta-analysis"
"10.1186/2047-2382-3-5","haddaway, nr; burden, a; evans, cd; healey, jr; jones, dl; dalrymple, se; pullin, as","2014","evaluating effects of land management on greenhouse gas fluxes and carbon balances in boreo-temperate lowland peatland systems","ENVIRONMENTAL EVIDENCE, 3(1), 1-30.","meta-analysis"
"10.1016/j.biocon.2005.06.003","stewart, gb; coles, cf; pullin, as","2005","applying evidence-based practice in conservation management: lessons from the first systematic review and dissemination projects","BIOLOGICAL CONSERVATION, 126, 270-278.","systematic review"
"10.1016/j.agee.2008.12.004","valkama, e; uusitalo, r; ylivainio, k; virkajarvi, p; turtola, e","2009","phosphorus fertilization: a meta-analysis of 80 years of research in finland","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT, 130, 75-85.","meta-analysis"
"10.1016/j.ese.2020.100063","chen, m; chang, l; zhang, j; guo, f; vymazal, j; he, q; chen, y","2020","global nitrogen input on wetland ecosystem: the driving mechanism of soil labile carbon and nitrogen on greenhouse gas emissions","ENVIRONMENTAL SCIENCE AND ECOTECHNOLOGY, 4, 100063.","meta-analysis"
"10.1017/wsc.2018.25","davis s., mangold j., menalled f., orloff n., miller z., lehnhoff e.a","2018","a meta-analysis of field bindweed (convolvulus arvensis) management in annual and perennial systems","Weed Science 66 (4), 540-547","meta-analysis"
"10.1017/wsc.2018.6","davis s., mangold j., menalled f., orloff n., miller z., lehnhoff e.b","2018","a meta-analysis of canada thistle (cirsium arvense) management","Weed Science 66 (4), 548-557","meta-analysis"
"10.1371/journal.pone.0200131","fleming d., musser f., reisig d., greene j., taylor s., parajulee m., lorenz g., catchot a., gore j., kerns d., stewart s., boykin d., caprio m., little n.","2018","effects of transgenic bacillus thuringiensis cotton on insecticide use, heliothine counts, plant damage, and cotton yield: a meta-analysis, 1996-2015","Plos one 13, 7","meta-analysis"
"10.2134/agronj2015.0512","hossard l., archer d.w., bertrand m., colnenne-david c., debaeke p., ernfors m., jeuffroy m.-h., munier-jolain n., nilsson c., sanford g.r., snapp s.s., jensen e.s., makowski d.","2016","a meta-analysis of maize and wheat yields in low-input vs. conventional and organic systems","Agronomy Journal 108 (3), 1155-1167","meta-analysis"
"10.1371/journal.pone.0111629","klümper w., qaim m.","2014","a meta-analysis of the impacts of genetically modified crops","Plos one 9, 11","meta-analysis"
"10.3390/agronomy10040560","lázaro e., makowski d., martínez-minaya j., vicent a.","2020","comparison of frequentist and bayesian meta-analysis models for assessing the efficacy of decision support systems in reducing fungal disease incidence","Agronomy 10, 4","meta-analysis"
"10.1126/science.1139208","marvier m., mccreedy c., regetz j., kareiva p.","2007","a meta-analysis of effects of bt cotton and maize on nontarget invertebrates","Science 316, 1475-1477","meta-analysis"
"10.1007/s11104-018-3619-4","liu, q; zhang, yh; liu, bj; amonette, je; lin, zb; liu, g; ambus, p; xie, zb","2018","how does biochar influence soil n cycle? a meta-analysis","Plant Soil 426:211–25","meta-analysis"
"10.1016/j.scitotenv.2018.11.316","sha, zp; li, qq; lv, tt; misselbrook, t; liu, xj","2019","response of ammonia volatilization to biochar addition: a meta-analysis","Sci Total Environ. 655:1387–96.","meta-analysis"
"10.1016/j.scitotenv.2020.142582","albert, ha; li, x; jeyakumar, p; wei, l; huang, lx; huang, q; kamran, m; shaheen, sm; hou, dy; rinklebe, j; liu, zz; wang, hl","2021","influence of biochar and soil properties on soil and plant tissue concentrations of cd and pb: a meta-analysis","Sci Total Environ. 755:142582.","meta-analysis"
"10.1111/gcbb.12194","maestrini, b; nannipieri, p; abiven, s","2015","a meta-analysis on pyrogenic organic matter induced priming effect","GCB Bioenergy. 7(4):577-90","meta-analysis"
"10.1111/gcbb.12265","liu, sw; zhang, yj; zong, yj; hu, zq; wu, s; zhou, j; jin, yg; zou, jw","2016","response of soil carbon dioxide fluxes, soil organic carbon and microbial biomass carbon to biochar amendment: a meta-analysis","GCB Bioenergy 8:392–406.","meta-analysis"
"10.1111/gcbb.12266","wang, jy; xiong, zq; kuzyakov, y","2016","biochar stability in soil: meta-analysis of decomposition and priming effects","GLOBAL CHANGE BIOLOGY AND BIOENERGY, 8(3), 512-523.","meta-analysis"
"10.1007/s11056-015-9491-7","thomas sc, gale n. biochar and forest restoration: a review and meta-analysis of tree growth responses.","2015","biochar and forest restoration: a review and meta-analysis of tree growth responses.","New For 46:931–46.","meta-analysis"
"10.1016/bs.agron.2017.11.005","awad, ym; wang, jy; igalavithana, ad; tsang, dcw; kim, kh; lee, ss; ok, ys","2018","biochar effects on rice paddy: meta-analysis","ADVANCES IN AGRONOMY, 148, 1-32.","meta-analysis"
"10.1016/j.agrformet.2019.107625","wu, z; zhang, x; dong, yb; li, b; xiong, zq","2019","biochar amendment reduced greenhouse gas intensities in the rice-wheat rotation system: six-year field observation and meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1016/j.fcr.2020.108049","liu l, li h, zhu s, gao y, zheng x, xu y.","2021","the response of agronomic characters and rice yield to organic fertilization in subtropical china: a three-level meta-analysis","F Crop Res. 263:108049.","meta-analysis"
"10.1016/j.scitotenv.2018.08.392","zhao, x; pu, c; ma, st; liu, sl; xue, jf; wang, x; wang, yq; li, ss; lal, r; chen, f; zhang, hl","2019","management-induced greenhouse gases emission mitigation in global rice production","SCIENCE OF THE TOTAL ENVIRONMENT 2019, 649, 1299-1306.","meta-analysis"
"10.1016/j.scitotenv.2020.136635","dai, yh; zheng, h; jiang, zx; xing, bs","2020","combined effects of biochar properties and soil conditions on plant growth: a meta-analysis","Sci Total Environ. 713:136635.","meta-analysis"
"10.1016/j.scitotenv.2020.140696","gu, jx; wu, yy; tian, zy; xu, hh","2020","nitrogen use efficiency, crop water productivity and nitrous oxide emissions from chinese greenhouse vegetables: a meta-analysis","SCIENCE OF THE TOTAL ENVIRONMENT, 743, 140696.","meta-analysis"
"10.1088/1748-9326/aa67bd","jeffery, s; abalos, d; prodana, m; bastos, ac; van groenigen, jw; hungate, ba; verheijen, f","2017","biochar boosts tropical but not temperate crop yields","Environ. Res. Lett. 053001.","meta-analysis"
"10.1111/gcbb.12720","he, yh; yao, yx; ji, yh; deng, j; zhou, gy; liu, rq; shao, jj; zhou, ly; li, n; zhou, xh; bai, sh","2020","biochar amendment boosts photosynthesis and biomass in c(3)but not c(4)plants: a global synthesis","GCB Bioenergy 12:605–17","meta-analysis"
"10.3390/su12083436","zhang, q; xiao, j; xue, jh; zhang, l","2020","quantifying the effects of biochar application on greenhouse gas emissions from agricultural soils: a global meta-analysis","Sustainability 12:3436. .","meta-analysis"
"10.1007/s10021-018-0248-y","ji, c; jin, yg; li, c; chen, j; kong, dl; yu, k; liu, sw; zou, jw","2018","variation in soil methane release or uptake responses to biochar amendment: a separate meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1016/j.scitotenv.2018.10.060","borchard, n; schirrmann, m; cayuela, ml; kammann, c; wrage-monnig, n; estavillo, jm; fuertes-mendizabal, t; sigua, g; spokas, k; ippolito, ja; novak, j","2019","biochar, soil and land-use interactions that reduce nitrate leaching and n2o emissions: a meta-analysis","Sci. Total Environ. 2354–64.","meta-analysis"
"10.1016/j.scitotenv.2018.11.396","liu, x; mao, pn; li, lh; ma, j","2019","impact of biochar application on yield-scaled greenhouse gas intensity: a meta-analysis","Sci. Total Environ. p. 969–76.","meta-analysis"
"10.1039/c8em00278a","cong, ww; meng, j; ying, sc","2018","impact of soil properties on the soil methane flux response to biochar addition: a meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1007/s11368-020-02726-9","hu, ym; zhang, p; yang, m; liu, yq; zhang, x; feng, ss; guo, dw; dang, xl","2020","biochar is an effective amendment to remediate cd-contaminated soils-a meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1016/j.jenvman.2018.05.004","chen, d; liu, xy; bian, rj; cheng, k; zhang, xh; zheng, jf; joseph, s; crowley, d; pan, gx; li, lq","2018","effects of biochar on availability and plant uptake of heavy metals - a meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1016/j.scitotenv.2017.10.222","peng, x; deng, ye; peng, y; yue, k","2018","effects of biochar addition on toxic element concentrations in plants: a meta-analysis","Agric For Meteorol. 278:107625.","meta-analysis"
"10.1016/j.scitotenv.2020.143117","tian x, wang d, chai g, zhang j, zhao x.","2021","does biochar inhibit the bioavailability and bioaccumulation of as and cd in co-contaminated soils? a meta-analysis.","Sci Total Environ. 762:143117.","meta-analysis"
"10.1016/j.scitotenv.2018.12.381","li z, song z, singh bp, wang h","2019","the impact of crop residue biochars on silicon and nutrient cycles in croplands.","Sci Total Environ 659:673–80","meta-analysis"
"10.1016/j.agee.2017.01.006","zhou, hm; zhang, dx; wang, p; liu, xy; cheng, k; li, lq; zheng, jw; zhang, xh; zheng, jf; crowley, d; van zwieten, l; pan, gx","2017","changes in microbial biomass and the metabolic quotient with biochar addition to agricultural soils: a meta-analysis","Sci Total Environ. 643:926–35.","meta-analysis"
"10.1016/j.scitotenv.2018.06.231","zhang, ly; jing, ym; xiang, yz; zhang, rd; lu, hb","2018","responses of soil microbial community structure changes and activities to biochar addition: a meta-analysis","Sci Total Environ. 643:926–35.","meta-analysis"
"10.1016/j.scitotenv.2020.141593","li, xn; wang, t; chang, sx; jiang, x; song, y","2020","biochar increases soil microbial biomass but has variable effects on microbial diversity: a meta-analysis","Sci Total Environ. 643:926–35.","meta-analysis"
"10.1111/gcbb.12773","xu, wh; whitman, wb; gundale, mj; chien, cc; chiu, cy","2021","functional response of the soil microbial community to biochar applications","GCB Bioenergy 13:269–81","meta-analysis"
"10.1016/j.geoderma.2016.03.029","omondi, mo; xia, x; nahayo, a; liu, xy; korai, pk; pan, gx","2016","quantification of biochar effects on soil hydrological properties using meta-analysis of literature data","Geoderma 274:28–34.","meta-analysis"
"10.1016/j.scitotenv.2020.136857","edeh, ig; masek, o; buss, w","2020","a meta-analysis on biochar's effects on soil water properties - new insights and future research challenges","Sci Total Environ. 643:926–35.","meta-analysis"
"10.1016/j.still.2020.104926","islam mu, jiang f, guo z, peng x.","2021","does biochar application improve soil aggregation? a meta-analysis","Soil Tillage Res 209:104926","meta-analysis"
"10.1016/j.geoderma.2019.114055","razzaghi, f; obour, pb; arthur, e","2020","does biochar improve soil water retention? a systematic review and meta-analysis","Geoderma 274:28–34.","meta-analysis"
"10.1016/j.fcr.2020.107763","gao, y; shao, gc; lu, j; zhang, k; wu, sq; wang, zy","2020","effects of biochar application on crop water use efficiency depend on experimental conditions: a meta-analysis","F Crop Res. 249:107763","meta-analysis"
"10.1016/j.chemosphere.2021.130345","wang y, wang z, liang f, jing x, feng w","2021","application of flue gas desulfurization gypsum improves multiple functions of saline-sodic soils across china.","Chemosphere. 277:130345","meta-analysis"
"10.1016/j.jenvman.2018.06.013","eze, s; palmer, sm; chapman, pj.","2018","soil organic carbon stock in grasslands: effects of inorganic fertilizers, liming and grazing in different climate settings","Journal of Environmental Management 223, 74-84","meta-analysis"
"10.1002/agj2.20125","pias, ohd; tiecher, t; cherubin, mr; silva, agb; bayer, c","2020","does gypsum increase crop grain yield on no-tilled acid soils? a meta-analysis","Agronomy Journal 112, 675–692.","meta-analysis"
"10.1007/s11368-018-2120-2","li y.; cui s.; chang s.x., zhang q.","2019","liming effects on soil ph and crop yield depend on lime material type, application method and rate, and crop species: a global meta-analysis. journal of soils and sediments 19(4)","J Soils Sediments 19:1393–406","meta-analysis"
"10.1016/j.agsy.2021.103095","r.hijbeek; m.p.van loon; w.ouaret; b.boekelo; m.k.van ittersum","2021","liming agricultural soils in western kenya: can long-term economic and environmental benefits pay off short term investments?","Agricultural Systems 190, 103095","meta-analysis"
"10.1590/18069657rbcs20170025","tiecher, t; pias, ohd; bayer, c; martins, ap; denardin, lgd; anghinoni, i","2018","crop response to gypsum application to subtropical soils under no-till in brazil: a systematic review","Revista Brasileira de Ciencia do Solo 42:170025","systematic review"
"10.1016/j.scitotenv.2021.146477","kong l, guo z, peng c, xiao x, he y","2021","factors influencing the effectiveness of liming on cadmium reduction in rice: a meta-analysis and decision tree analysis","Sci Total Environ. 779:146477","meta-analysis"
"10.3390/plants11131690","qiu, hn; yang, sh; jiang, zw; xu, y; jiao, xy","2022","effect of irrigation and fertilizer management on rice yield and nitrogen loss: a meta-analysis","Plants 2022, 11(13), 1690","meta-analysis"
"10.1088/1748-9326/ab2108","livsey, j; katterer, t; vico, g; lyon, sw; lindborg, r; scaini, a; da, ct; manzoni, s","2019","do alternative irrigation strategies for rice cultivation decrease water footprints at the cost of long-term soil health?","Environ. Res. Lett. 14 074011","meta-analysis"
"10.1016/j.agee.2012.10.009","feng, jf; chen, cq; zhang, y; song, zw; deng, ax; zheng, cy; zhang, wj","2013","impacts of cropping practices on yield-scaled greenhouse gas emissions from rice fields in china: a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT 2013, 164, 220-228","meta-analysis"
"10.1016/j.fcr.2016.12.002","carrijo, dr; lundy, me; linquist, ba","2017","rice yields and water use under alternate wet and dry irrigation: a meta-analysis","FIELD CROPS RESEARCH 2017, 203, 173-180","meta-analysis"
"10.1016/j.fcr.2019.02.010","jiang y., carrijo d., huang s., chen j., balaine n., zhang w., van groenigen k.j., linquist b.","2019","water management to mitigate the global warming potential of rice systems: a global meta-analysis","Field Crops Research 2019, 234, 47-54","meta-analysis"
"10.1016/j.jclepro.2019.118928","he, g; wang, zh; cui, zl","2020","managing irrigation water for sustainable rice production in china","JOURNAL OF CLEANER PRODUCTION 245: 118928","meta-analysis"
"10.1038/s41598-022-24055-2","chan, k; bottomley, c; saito, k; lines, j; tusting, ls","2022","the control of malaria vectors in rice fields: a systematic review and meta-analysis","Sci Rep 12, 19694 (2022)","meta-analysis"
"10.1080/00380768.2019.1683890","yagi, k; sriphirom, p; cha-un, n; fusuwankaya, k; chidthaisong, a; damen, b; towprayoon, s","2020","potential and promisingness of technical options for mitigating greenhouse gas emissions from rice cultivation in southeast asian countries","Soil Science and Plant Nutrition, 66:1, 37-49","meta-analysis"
"10.1007/s11269-022-03278-y","li, q; chen, y; sun, sk; zhu, my; xue, j; gao, zh; zhao, jf; tang, yh","2022","research on crop irrigation schedules under deficit irrigation-a meta-analysis","Water Resources Management, 36(12), 4799-4817","meta-analysis"
"10.1016/j.agwat.2017.11.019","adu, mo; yawson, do; armah, fa; asare, pa; frimpong, ka","2018","meta-analysis of crop yields of full, deficit, and partial root-zone drying irrigation","Agricultural Water Management, 197, 79-90","meta-analysis"
