B.Code,B.Author.Last,B.Date,B.Journal,B.New,B.DOI,B.Url,B.Project,B.Link1,B.Link2,B.Link3,B.Link4,era_snapshots_all,era_snapshot_harmonized,B.Version
AG0078,Sanou,2016,Agriculture and Food Security,Yes,10.1186/s40066-016-0067-3,,ERA 2020,,,,,mh,mh,
AG0079,Onwudike,2015,Asian Journal of Agricultural Research,Yes,10.3923/ajar.2015.276.292,,ERA 2020,,,,,mh,mh,
AG0080,Shunka,2017,Open Agriculture,Yes,10.1515/opag-2017-0019,,ERA 2020,,,,,mh,mh,
AG0082,Rahman,2018,Agronomy-Basel,No,10.3390/agronomy8070120,,ERA 2020,,,,,mh,mh,
AG0083,Ojo,2013,Pakistan Journal of Biological Sciences,No,10.3923/pjbs.2013.1605.1608,,ERA 2020,,,,,mh,mh,
AG0084,Naab,2017,Frontiers in Plant Science,Yes,10.3389/fpls.2017.00996,,ERA 2020,,,,,mh,mh,
AG0085,Nabulime,2015,Journal of Fisheries and Aquatic Science,No,10.3923/jfas.2015.45.53,,ERA 2020,,,,,mh,mh,
AG0086,Nyatuame,2013,International Journal of Soil Science,No,10.3923/ijss.2013.68.77,,ERA 2020,,,,,mh,mh,
AG0087,Salih,2016,Iranian Journal of Applied Animal Science,Yes,,ijas.iaurasht.ac.ir/article_526675_5a54a101dcda6f6b70eab2d3cf7f4c40.pdf,ERA 2020,,,,,mh; sc,mh; sc,
AG0088,Sultan,2018,Journal of Arid Land,Yes,10.1007/s40333-018-0097-8,,ERA 2020,,,,,mh,mh,
AG0089,Kyei-Boahen,2017,Frontiers in Plant Science,Yes,10.3389/fpls.2017.00646,,ERA 2020,,,,,mh,mh,
AG0090,Tumuhimbise,2014,Crop Journal,Yes,10.1016/j.cj.2014.04.008,,ERA 2020,,,,,mh,mh,
AG0091,Mballa,2017,Annual Research and Review in Biology,Yes,10.9734/ARRB/2017/32099,,ERA 2020,,,,,mh,mh,
AG0092,Nwofia,2018,Plant Breeding and Biotechnology,Yes,10.9787/PBB.2018.6.2.95,,ERA 2020,,,,,mh,mh,
AG0093,Oteng-Frimpong,2017,International Journal of Agronomy,Yes,10.1155/2017/7479309,,ERA 2020,,,,,mh,mh,
AG0094,Thierfelder,2015,Environments,Yes,10.3390/environments2030317,,ERA 2020,,,,,mh,mh,
AG0095,Kassu,2017,International Journal of Plant Production,No,10.22069/ijpp.2017.3547,,ERA 2020,,,,,mh,mh,
AG0096,Mutisya,2016,Agronomy,Yes,10.3390/agronomy6030042,,ERA 2020,,,,,mh,mh,
AG0097,Zonabend König,2017,Tropical Animal Health and Production,No,10.1007/s11250-016-1168-5,,ERA 2020,,,,,mh,mh,
AG0098,Kouadria,2017,Journal of Fundamental and Applied Sciences,Yes,10.4314/jfas.v9i3.15,,ERA 2020,,,,,mh,mh,
AG0099,Ezzo,2018,Bioscience Research,Yes,,www.isisn.org/BR15(4)2018/4203-4214-15(4)2018BR18-624.pdf,ERA 2020,,,,,mh,mh,
AG0101,Kiboi,2018,Geoderma Regional,Yes,10.1016/j.geodrs.2018.e00193,,ERA 2020,,,,,mh,mh,
AG0103,Thierfelder,2014,Food Security,Yes,10.1007/s12571-014-0404-y,,ERA 2020,10.1111/j.1475-2743.2012.00406.x.,,,,mh,mh,
AG0104,Mbah,2018,Journal of Agronomy,Yes,10.3923/ja.2018.123.135,,ERA 2020,,,,,mh,mh,
AG0106,Sennhenn,2017,Frontiers in Plant Science,Yes,10.3389/fpls.2017.00699,,ERA 2020,,,,,mh,mh,
AG0107,Pibars,2016,International Journal of ChemTech Research,Yes,,www.sphinxsai.com/2016/ch_vol9_no9/1/(10-19)V9N9CT.pdf,ERA 2020,,,,,mh,mh,
AG0108,Materu,2018,Water,Yes,10.3390/w10081018,,ERA 2020,,,,,mh,mh,
AG0109,Girma,2014,Journal of Agronomy,Yes,10.3923/ja.2014.29.34,,ERA 2020,,,,,mh,mh,
AG0110,Gebremariam,2018,Sustainable Water Resources Management,Yes,10.1007/s40899-018-0238-4,,ERA 2020,,,,,mh,mh,
AG0111,Mansour,2015,International Journal of GEOMATE,Yes,10.13140/RG.2.1.2753.3520,,ERA 2020,,,,,mh,mh,
AG0112,Mansour,2015,International Journal of ChemTech Research,Yes,,www.sphinxsai.com/2015/ch_vol8_no12/1/(142-150)V8N12CT.pdf,ERA 2020,,,,,mh,mh,
AG0113,Hailu,2018,International Journal of Agronomy,Yes,10.1155/2018/5084056,,ERA 2020,,,,,mh,mh,
AG0114,Mansour,2014,International Journal of GEOMATE,Yes,10.21660/2014.14.140531,,ERA 2020,,,,,mh,mh,
AG0115,Maie,2016,International Journal of PharmTech Research,Yes,,www.sphinxsai.com/2016/ph_vol9_no3/1/(86-102)V9N3PT.pdf,ERA 2020,,,,,mh,mh,
AG0116,Mengistie,2016,Agriculture-Basel,Yes,10.3390/agriculture6030027,,ERA 2020,,,,,mh,mh,
AG0117,Kwena,2017,"International Journal of Agricultural Resources, Governance and Ecology",Yes,10.1504/IJARGE.2018.093994,,ERA 2020,,,,,mh,mh,
AG0118,Djaman,2018,Water,Yes,10.3390/w10060711,,ERA 2020,,,,,mh,mh,
AG0120,Tsujimoto,2015,Plant Production Science,No,10.1626/pps.18.365,,ERA 2020,,,,,mh,mh,
AG0121,Solieman,2016,International Journal of ChemTech Research,Yes,,www.sphinxsai.com/2016/ch_vol9_no10/1/(20-30)V9N10CT.pdf,ERA 2020,,,,,mh,mh,
AG0123,Ng’ang’a,2016,Food Security,Yes,10.1007/s12571-016-0567-9,,ERA 2020,,,,,mh,mh,
AG0126,Nwite,2016,Annual Research and Review in Biology,Yes,10.9734/ARRB/2016/25739,,ERA 2020,,,,,mh,mh,
AG0132,Haring,2017,Scientific Reports,Yes,10.1038/s41598-017-10718-y,,ERA 2020,,,,,mh,mh,
AG0133,Sekyi-Annan,2018,Water (Switzerland),Yes,10.3390/w10050624,,ERA 2020,,,,,mh,mh,
AG0135,Dresen,2014,Land,Yes,10.3390/land3031137,,ERA 2020,,,,,mh,mh,
AG0136,Metwally,2017,Bioscience Research,Yes,,www.researchgate.net/publication/320410741_Growing_corn_and_soybean_in_solid_and_intercroppinig_systems_under_different_levels_of_irrigation_water,ERA 2020,,,,,mh,mh,
AG0137,Tsegay,2018,Momona Ethiopian Journal of Science,Yes,10.4314/mejs.v10i2.4,,ERA 2020,,,,,mh,mh,
AG0138,Makonese,2018,International Energy Journal,Yes,,www.rericjournal.ait.ac.th/index.php/reric/article/view/1717/677,ERA 2020,,,,,mh,mh,
AG0139,Omae,2015,Open Agriculture Journal,Yes,10.2174/1874331501509010021,,ERA 2020,,,,,mh,mh,
AG0141,Mezghani,2017,Acta Horticulturae,No,10.17660/ActaHortic.2017.1160.56,,ERA 2020,,,,,mh,mh,
AG0142,Muller,2016,Agricultural Water Management,No,10.1016/j.agwat.2016.06.019,,ERA 2020,,,,,mh,mh,
AG0143,Paul,2015,Agriculture Ecosystems & Environment,No,10.1016/j.agee.2015.04.001,,ERA 2020,,,,,mh,mh,
AG0144,Marwa,2017,Agricultural Engineering International: CIGR Journal,Yes,,cigrjournal.org/index.php/Ejounral/article/download/4440/2659,ERA 2020,,,,,mh,mh,
AG0145,Ramburan,2017,Field Crops Research,No,10.1016/j.fcr.2017.06.001,,ERA 2020,,,,,mh,mh,
AG0146,Niang,2018,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-017-9898-y,,ERA 2020,,,,,mh,mh,
AG0148,Ngwira,2014,Soil & Tillage Research,Yes,10.1016/j.still.2014.05.003,,ERA 2020,,,,,mh,mh,
AN0002,Abdalla,2015,Agronomy,Yes,10.3390/agronomy5040476,,ERA 2020,,,,,mh,mh,
AN0004,Abbas,2018,Egyptian Journal of Agronomy,Yes,10.21608/agro.2018.2660.1091,,ERA 2020,,,,,mh,mh,
AN0005,Galil,2015,Advances in Environmental Biology,Yes,,https://www.researchgate.net/publication/332553583,ERA 2020,,,,,mh,mh,
AN0006,Agbede,2017,Journal of Horticultural Research,Yes,10.1515/johr-2017-0009,,ERA 2020,,,,,mh,mh,
AN0007,Adegun,2016,Asian Journal of Animal and Veterinary Advances,No,10.3923/ajava.2016.725.731,,ERA 2020,,,,,mh; sc,sc,
AN0010,Adnan,2016,Journal of Plant Nutrition,No,10.1080/01904167.2016.1263330,,ERA 2020,,,,,mh,mh,
AN0011,Agyare,2017,International Journal of Agronomy,Yes,10.1155/2017/9840130,,ERA 2020,,,,,mh,mh,
AN0012,Aboagye,2017,Chemical and Biological Technologies in Agriculture,Yes,10.1186/s40538-017-0091-y,,ERA 2020,,,,,mh,mh,
AN0014,Akplo,2017,Journal of Experimental Biology and Agricultural Sciences,Yes,10.18006/2017.5(4).515.524,,ERA 2020,,,,,mh,mh,
AN0015,Afe,2017,International Journal of Recycling of Organic Waste in Agriculture,Yes,10.1007/s40093-017-0166-6,,ERA 2020,,,,,mh,mh,
AN0017,Adjei-Nsiah,2018,Annals of Agricultural Sciences,Yes,10.1016/j.aoas.2018.05.001,,ERA 2020,,,,,mh,mh,
AN0018,Agegnehu,2014,Journal of Soil Science and Plant Nutrition,No,10.4067/S0718-95162014005000042 ,,ERA 2020,,,,,mh,mh,
AN0019,Ahmed,2014,Journal of Animal and Plant Sciences,No,,https://www.researchgate.net/publication/287529073,ERA 2020,,,,,mh,mh,
AN0020,Amobi,2018,Journal of Insects as Food and Feed,Yes,10.3920/JIFF2017.0078,,ERA 2020,,,,,mh; sc,mh; sc,
AN0021,Alabi,2013,Tropical Animal Health and Production,No,10.1007/s11250-013-0368-5,,ERA 2020,,,,,mh; sc,mh; sc,
AN0023,Agbede,2013,Archives of Agronomy and Soil Science,No,10.1080/03650340.2013.780127,,ERA 2020,,,,,mh,mh,
AN0026,Amalu,2011,"Journal of Tropical Agriculture, Food, Environment and Extension",Yes,10.4314/as.v10i3.1,,ERA 2020,,,,,mh,mh,
AN0027,Azzaz,2017,International Journal of Dairy Science,Yes,10.3923/ijds.2017.266.274,,ERA 2020,,,,,mh; sc,mh; sc,
AN0029,Babatunde,2018,Journal of Rangeland Science,Yes,,http://www.rangeland.ir/article_538257.html,ERA 2020,,,,,mh; sc,mh; sc,
AN0030,Bakhoum,2016,International Journal of ChemTech Research,Yes,,https://www.researchgate.net/publication/301678717,ERA 2020,,,,,mh,mh,
AN0031,Adimassu,2014,Land Degradation & Development,No,10.1002/ldr.2182,,ERA 2020,,,,,mh,mh,
AN0032,Assemien,2017,Scientific Reports,Yes,10.1038/s41598-017-10185-5,,ERA 2020,,,,,mh,mh,
AN0033,Berihun,2017,International Journal of Agronomy,Yes,10.1155/2017/6827323,,ERA 2020,,,,,mh,mh,
AN0034,Brah,2018,International Journal of Poultry Science,No,10.3923/ijps.2018.126.133,,ERA 2020,,,,,mh,mh,
AN0035,Baptista,2015,Plos One,No,10.1371/journal.pone.0134244,,ERA 2020,,,,,mh,mh,
AN0036,Biratu,2018,Agriculture,Yes,10.3390/agriculture8040045,,ERA 2020,,,,,mh,mh,
AN0037,Belete,2018,Agriculture and Food Security,Yes,10.1186/s40066-018-0242-9,,ERA 2020,,,,,mh,mh,
AN0038,Camara,2018,Weed Biology and Management,Yes,10.1111/wbm.12158,,ERA 2020,,,,,mh,mh,
AN0039,Gurama,2018,Agronomy Journal,No,,agronomyjournal.usamv.ro/index.php/scientific-papers/past-issues?id=790,ERA 2020,,,,,mh,mh,
AN0040,Biratu,2018,Heliyon,Yes,10.1016/j.heliyon.2018.e00759,,ERA 2020,,,,,mh,mh,
AN0041,Walker,2018,Journal of Stored Products Research,No,10.1016/j.jspr.2018.02.002,,ERA 2020,,,,,mh,mh,
AN0042,Zoundji,2015,Journal of Animal and Plant Sciences,No,,www.researchgate.net/publication/284886891,ERA 2020,,,,,mh,mh,
AN0043,Wallace,2018,Tropical Animal Health and Production,No,10.1007/s11250-018-1588-5,,ERA 2020,,,,,mh,mh,
AN0044,Ziane,2017,International Journal of Agriculture and Biology,No,10.17957/IJAB/15.0287,,ERA 2020,,,,,mh,mh,
AN0045,Zidane,2018,Animal Production,No,10.4025/actascianimsci.v40i1.39663,,ERA 2020,,,,,mh,mh,
AN0046,Shoko,2014,Pakistan Journal of Agricultural Sciences,No,,www.pakjas.com.pk,ERA 2020,,,,,mh,mh,
AN0047,Smith,2016,Agricultural Systems,No,10.1016/j.agsy.2016.03.008,,ERA 2020,,,,,mh,mh,
AN0050,Zerihun,2017,Agronomy-Basel,No,10.3390/agronomy7020042,,ERA 2020,,,,,mh,mh,
AN0051,Zemek,2018,Plant and Soil,No,10.1007/s11104-018-3602-0,,ERA 2020,,,,,mh,mh,
AN0052,Zake,2015,Journal of Plant Nutrition and Soil Science,No,10.1002/jpln.201400281,,ERA 2020,,,,,mh,mh,
AN0054,Sirikare,2015,Acta Agriculturae Scandinavica,Yes,10.1080/09064710.2015.1052547,,ERA 2020,,,,,mh,mh,
AN0056,Tekle,2018,Livestock Research for Rural Development,No,www.lrrd.org/lrrd30/3/dest30050.html,,ERA 2020,,,,,mh,mh,
AN0057,Tekle,2018,Livestock Research for Rural Development,No,,http://www.lrrd.org/lrrd30/8/desta30149.html,ERA 2020,,,,,mh; sc,mh; sc,
AN0058,Wanjohi,2018,Livestock Research for Rural Development,No,,www.lrrd.org/lrrd30/4/dunc30063.html,ERA 2020,,,,,mh; sc,mh; sc,
AN0060.1,Swanepoel,2018,Soil and Tillage Research,No,10.1016/j.still.2018.05.016,,ERA 2020,,,,,mh,mh,
AN0061,Suzuki,2014,Geoderma,No,10.1016/j.geoderma.2014.01.016,,ERA 2020,,,,,mh,mh,
AN0062,Trail,2016,Agronomy Journal,No,10.2134/agronj2015.0422,,ERA 2020,,,,,mh,mh,
AN0063,Traoré,2015,Biology and Fertility of Soils,No,10.1007/s00374-015-1061-9,,ERA 2020,,,,,mh,mh,
AN0065,Tarekegn,2014,Livestock Research for Rural Development,No,,www.researchgate.net/publication/286125672,ERA 2020,,,,,mh,mh,
AN0066,Thierfelder,2016,Agriculture Ecosystems & Environment,No,10.1016/j.agee.2016.02.009,,ERA 2020,,,,,mh,mh,
AN0067,Thierfelder,2015,Soil and Tillage Research,No,10.1016/j.still.2014.10.015,,ERA 2020,,,,,mh,mh,
AN0069,Trabelsi,2015,Chilean Journal of Agricultural Research,No,10.4067/S0718-58392015000100004,,ERA 2020,,,,,mh,mh,
AN0070,Tumwegamire,2016,Crop Science,No,10.2135/cropsci2015.10.0612,,ERA 2020,,,,,mh,mh,
AN0075,Tovihoudji,2017,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-017-9872-8,,ERA 2020,,,,,mh,mh,
AN0076,Singh,2017,Pest Management Science,Yes,10.1002/ps.4636,,ERA 2020,,,,,mh,mh,
AN0078,Taye,2017,Land Degradation & Development,No,10.1002/ldr.2814,,ERA 2020,,,,,mh,mh,
AN0080,Soma,2018,Acta Agriculturae Scandinavica Section B-Soil and Plant Science,Yes,10.1080/09064710.2017.1414871,,ERA 2020,,,,,mh,mh,
AN0081,Takim,2014,Poljoprivreda,Yes,,www.researchgate.net/publication/263587202,ERA 2020,,,,,mh,mh,
AN0083,Sime,2015,Soil and Tillage Research,No,10.1016/j.still.2014.12.001,,ERA 2020,,,,,mh,mh,
AN0084,Snapp,2018,Agricultural Systems,No,10.1016/j.agsy.2018.01.012,,ERA 2020,,,,,mh,mh,
AN0085,Sime,2015,Experimental Agriculture,No,10.1017/S0014479715000125,,ERA 2020,,,,,mh,mh,
AN0086,Vandamme,2018,Field Crops Research,No,10.1016/j.fcr.2018.02.016,,ERA 2020,,,,,mh,mh,
AN0087,Vandamme,2014,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-014-9605-1,,ERA 2020,,,,,mh,mh,
AN0090,Wiese,2016,South African Journal of Plant and Soil,No,10.1080/02571862.2015.1057772,,ERA 2020,,,,,mh,mh,
AN0091,Wolde-meskel,2018,Agriculture Ecosystems & Environment,No,10.1016/j.agee.2018.01.035,,ERA 2020,,,,,mh,mh,
AN0092,Savini,2016,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-016-9760-7,,ERA 2020,,,,,mh,mh,
AN0093,Wildemeersch,2015,Land Degradation & Development,No,10.1002/ldr.2416,,ERA 2020,,,,,mh,mh,
AN0095,Yesuf,2014,Asian Journal of Crop Science,No,10.3923/ajcs.2014.273.280,,ERA 2020,,,,,mh,mh,
AN0097,Shaibu,2018,Crop Science,No,10.2135/cropsci2017.04.0255,,ERA 2020,,,,,mh,mh,
AN0098,Sul,2013,Soil Biology & Biochemistry,No,10.1016/j.soilbio.2013.05.007,,ERA 2020,10.1016/j.soilbio.2008.08.010,,,,mh,mh,
AN0101,Yactayo,2017,Open Agriculture,Yes,10.1515/opag-2017-0028,,ERA 2020,,,,,mh,mh,
AN0102,Shaibu,2015,Experimental Agriculture,No,10.1017/S0014479714000325,,ERA 2020,,,,,mh,mh,
AN0103,Sikaoui,2016,Annals of Arid Zones,Yes,,https://www.researchgate.net/publication/312605095,ERA 2020,,,,,mh,mh,
AN0105,Traoré,2018,Livestock Science,No,10.1016/j.livsci.2018.01.013,,ERA 2020,,,,,mh,mh,
AN0106,Tabor,2016,Scientia Horticulturae,No,10.1016/j.scienta.2016.05.011,,ERA 2020,,,,,mh,mh,
AN0108,Tsujimoto,2017,Field Crops Research,No,10.1016/j.fcr.2017.06.030,,ERA 2020,,,,,mh,mh,
AN0109,Tovihoudji,2017,Field Crops Research,No,10.1016/j.fcr.2017.08.003,,ERA 2020,,,,,mh,mh,
AN0110,Hassine,2017,Saudi Society for Geosciences,Yes,10.1007/s12517-017-3088-8,,ERA 2020,,,,,mh,mh,
AN0111,Cheong,2015,Sugar Tech,Yes,10.1007/s12355-015-0374-1,,ERA 2020,,,,,mh,mh,
AN0112,Stuerz,2014,Field Crops Research,No,10.1016/j.fcr.2014.04.004,,ERA 2020,,,,,mh,mh,
AN0115,Tesfahunegn,2015,Agricultural Water Management,No,10.1016/j.agwat.2014.10.004,,ERA 2020,,,,,mh,mh,
AN0116,Tsegay,2015,Agricultural Water Management,No,10.1016/j.agwat.2014.11.014,,ERA 2020,,,,,mh,mh,
AN0117,Tumuhimbise,2014,Field Crops Research,No,10.1016/j.fcr.2014.07.006,,ERA 2020,,,,,mh,mh,
AN0118,Vugt,2017,Experimental Agriculture,No,10.1017/S0014479716000430,,ERA 2020,,,,,mh,mh,
AN0120,Yemadje,2016,Journal of Arid Environments,No,10.1016/j.jaridenv.2015.10.017,,ERA 2020,,,,,mh,mh,
AN0121,Wang,2016,Field Crops Research,No,10.1016/j.fcr.2016.07.001,,ERA 2020,,,,,mh,mh,
AN0122,Ward,2017,Soil Biology & Biochemistry,No,10.1016/j.soilbio.2017.08.035,,ERA 2020,,,,,mh,mh,
AN0123,Ali,2016,Outlook on Agriculture,No,10.1177/0030727016665034,,ERA 2020,,,,,mh,mh,
AN0124,Abdelkhalek,2015,Annals of Agricultural Science,Yes,10.1016/j.aoas.2015.10.012,,ERA 2020,,,,,mh,mh,
AN0125,Abdelraouf,2016,International Journal of ChemTech Research,Yes,,https://www.researchgate.net/publication/308655933,ERA 2020,,,,,mh,mh,
AN0126,Adeboye,2015,Agriculture and Food Security,Yes,10.1186/s40066-015-0030-8,,ERA 2020,,,,,mh,mh,
AN0127,Abdelraouf,2016,International Journal of ChemTech Research,Yes,,https://www.researchgate.net/publication/310614170,ERA 2020,,,,,mh,mh,
AN0128,Ali,2017,Bioscience Journal,Yes,10.14393/BJ-v33n4a2017-33954,,ERA 2020,,,,,mh,mh,
AN0129,Sommer,2015,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9693-6,,ERA 2020,,,,,mh,mh,
AN0130,Wouterse,2017,Climatic Change,Yes,10.1007/s10584-017-2096-8,,ERA 2020,,,,,mh,mh,
AN0132,Thierfelder,2015,Experimental Agriculture,No,10.1017/S0014479715000265,,ERA 2020,,,,,mh,mh,
AN0133,Wathore,2017,Environmental Science & Technology,No,10.1021/acs.est.6b05557,,ERA 2020,,,,,mh,mh,
AN0134,El-Halim,2014,Archives of Agronomy and Soil Science,No,10.1080/03650340.2013.823478,,ERA 2020,,,,,mh,mh,
B01063,Mulaudzi,2022,Sustainability,,10.3390/su14095067,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1002,Kholif,2022,Animal,,10.3390/ani12121589,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1020,Aboamer,2023,Egyptian Journal of Nutrition and Feeds,,10.21608/ejnf.2023.297886,,ERA 2024 Livestock,,,,,cc,cc,V1.2.3
BO1027,Roba,2022,Heliyon,,10.1016/j.heliyon.2022.e11958,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1040,Shaarawy,2018,Egyptian Journal of Nutrition and Feeds,,https://doi.org/10.21608/ejnf.2018.75519,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1047,Begna,2023,Food Science & Nutrition,,10.1002/fsn3.3687,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1055,Salum,2024,International Journal of Animal Science and Technology,,10.11648/j.ijast.20240802.12,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1058,Aziz,2020,Journal of Animal and Poultry Production,,10.21608/jappmu.2020.112792,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1059,Suliman,2024,Assiut Journal of Agricultural Sciences,,10.21608/ajas.2024.269374.1335,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1062,Mulaudzi,2022,Poultry,,10.3390/poultry1020006,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1066,Yagoubi,2021,Animal,,10.3390/ani11030655,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1085,Hassan,2021,"Annals of Agricultural Science, Moshtohor",,,Sources,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
BO1095,Elgaml,2020,Journal of Food and Animal Science,,10.21608/jfds.2020.130425,,ERA 2024 Livestock,,,,,cc,cc,V1.2.7
CJ0001,WADDINGTON,2007,Experimental Agriculture,,10.1017/S0014479707005303,,ERA 2023,,,,,ie,ie,V2.0.28
CJ0002,Kamara,2005,Experimental Agriculture,,10.1017/S0014479704002479,,ERA 2023,,,,,ie,ie,V2.0.27
CJ0003,Rapholo,2019,Experimental Agriculture,,10.1017/S0014479719000206,,ERA 2023,,,,,ie,ie,V2.0.7
CJ0004,Olorunnisomo,2009,Grass and Forage Science,,10.1111/j.1365-2494.2009.00706.x,,ERA 2023,,,,,ie,ie,V2.0.8
CJ0005,Orebo,2021,Heliyon,,10.2134/agronj2011.0181,,ERA 2023,,,,,ie,ie,V2.0.8
CJ0006,Kutamahufa,2022,"Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",,10.1080/09064710.2021.1998593,,ERA 2023,,,,,ie,ie,V2.0.8
CJ0007,Tadesse,2020,Archives of Agronomy and Soil Science,,10.1080/03650340.2023.2175352,,ERA 2023,,,,,ie,ie,V2.0.9
CJ0008,Kaizzi,2012,Agronomy Journal,,10.2134/agronj2011.0181,,ERA 2023,,,,,ie,ie,V2.0.9
CJ0010,Musokwa,2021,Agronomy-Basel,,10.3390/agronomy11010005,,ERA 2023,,,,,ie,ie,V2.0.9
CJ0011,Yimer,2022,Agronomy Journal,,10.1002/agj2.21143,,ERA 2023,,,,,ie,ie,V2.0.21
CJ0013,Mutsamba,2020,Njas-Wageningen Journal of Life Sciences,,10.1016/j.njas.2019.100317,,ERA 2023,,,,,ie,ie,V2.0.11
CJ0014,Mutuku,2020,Field Crops Research,,10.1016/j.fcr.2020.107833,,ERA 2023,,,,,ie,ie,V2.0.12
CJ0015,Souza,2022,Journal of Agricultural Science,,10.1017/S0021859622000478,,ERA 2023,,,,,ie,ie,V2.0.13
CJ0016,Lopez-Hernandez,2019,Agrociencia,,,https://agrociencia-colpos.org/index.php/agrociencia/article/download/1845/1842,ERA 2023,,,,,ie,ie,V2.0.13
CJ0017,Carlos Suarez,2022,Agronomy-Basel,,10.3390/agronomy12051216,,ERA 2023,10.1016/j.scienta.2022.111108,,,,ie,ie,V2.0.13
CJ0018,Oliveira,2021,Crop and Pasture Science,,10.1071/CP20383,,ERA 2023,,,,,ie,ie,V2.0.14
CJ0019,De Assis,2014,Revista Brasileira de Engenharia Agricola e Ambiental,,10.1590/1807-1929/agriambi.v18n11p1116-1123,,ERA 2023,,,,,ie,ie,V2.0.14
CJ0020,Castro,2018,Sustainability,,10.3390/su10030578,,ERA 2023,,,,,ie,ie,V2.0.14
CJ0022,Soratto,2022,Food and Energy Security,,10.1002/fes3.365,,ERA 2023,10.2134/agronj14.024,10.1016/j.scienta.2015.01.007,,,ie,ie,V2.0.14
CJ0024,Pasley,2020,Nutrient Cycling in Agroecosystems,,10.1007/s10705-020-10049-x,,ERA 2023,10.1007/s10705-019-10016-1,,,,ie,ie,V2.0.14
CJ0025,Ewansiha,2008,Journal of Sustainable Agriculture,,10.1080/10440040802257181,,ERA 2023,,,,,ie,ie,V2.0.14
CJ0026,Mupangwa,2019,Renewable Agriculture and Food Systems,,10.1017/S1742170517000606,,ERA 2023,,,,,ie,ie,V2.0.16
CJ0027,Liben,2017,Agronomy Journal,,10.2134/agronj2017.02.0072,,ERA 2023,,,,,ie,ie,V2.0.14
CJ0029,Zizinga,2022,Water,,10.3390/w14010079,,ERA 2023,,,,,ie,ie,V2.0.17
CJ0030,Mugi-Ngenga,2022,Field Crops Research,,10.1016/j.fcr.2022.108656,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0031,Ansu,2023,International Journal of Agronomy,,10.1155/2023/2437607,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0032,Essel,2020,Journal of Soil Science and Plant Nutrition,,10.1007/s42729-020-00240-y,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0033,Kaluba,2022,International Journal of Agronomy,,10.1155/2022/3649355,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0034,Dela,2023,Open Life Sciences,,10.1515/biol-2022-0537,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0039,Laub,2023,Field Crops Research,,10.1016/j.fcr.2022.108788,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0040,Adjei-Nsiah,2022,Peerj,,10.7717/peerj.12671,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0041,Chekanai,2018,Agriculture Ecosystems & Environment,,10.1016/j.agee.2018.08.010,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0042,El-Mehy,2023,Frontiers in Sustainable Food Systems,,10.3389/fsufs.2023.1052392,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0043,Salama,2021,Agronomy-Basel,,10.3390/agronomy11050863,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0044,Haile,2023,Potato Research,,10.1007/s11540-023-09625-9,,ERA 2023,,,,,ie,ie,V2.0.19
CJ0047,Ndengu,2022,Experimental Agriculture,,10.1111/sum.12149,,ERA 2023,,,,,ie,ie,V2.0.20
CJ0050,Midega,2015,Field Crops Research,,10.1016/j.fcr.2015.05.022,,ERA 2023,,,,,ie,ie,V2.0.21
CJ0051,Fonteyne,2021,Frontiers in Sustainable Food Systems,,10.3389/fsufs.2021.734681,,ERA 2023,,,,,ie,ie,V2.0.21
CJ0052,Oikeh,2007,African Journal of Agricultural Research,,,https://www.researchgate.net/publication/228516261,ERA 2023,,,,,ie,ie,V2.0.21
CJ0053,Bayisa,2021,Air Soil and Water Research,,10.1017/S0014479709990457,,ERA 2023,,,,,ie,ie,V2.0.21
CJ0054,Mbanyele,2022,Agronomy-Basel,,10.3390/agriculture12050622,,ERA 2023,,,,,ie,ie,V2.0.21
CJ0056,Scopel,2005,Agronomy for Sustainable Development,,10.1051/agro:2005041,,ERA 2023,,,,,ie,ie,V2.0.21
