DOI for Zotero,DOI for Zotero-formula,id,authorships.author.display_name,authorships.author.orcid,best_oa_location.license,display_name,doi,is_retracted,language,open_access.is_oa,publication_date,type
10.31222/osf.io/n3cta_v2,10.31222/osf.io/n3cta_v2,https://openalex.org/W4412712875,Kyle Morrison|Patrice Pottier|Pietro Pollo|Lorenzo Ricolfi|Coralie Williams|Yefeng Yang|Damien Beillouin|Simone Jaqueline Cardoso|Verónica Ferreira|Brian Gallagher|Jelaine L. Gan|Guang Hao|Mojtaba Keikha|Betina Kozlowsky-Suzuki|Kiran Kumara T M|Francesco Latterini|Alexandro B. Leverkus|Erin L. Macartney|Silvina Magdalena Manrique|April Robin Martinig|Ayumi Mizuno|Shanika Nanayakkara|Evangelia Ntzani|Dakis-Yaoba Ouédraogo|Edward Purssell|Zachary Simpson|Harriet Sleight|Kok Sin Woon|Ziqian Xia|Mona Ghannad|Eliza Grames|Emily A. Hennessy|Joanna IntHout|David Moher|Rose E. O’Dea|Matthew Page|Paul Whaley|Malgorzata Lagisz|Shinichi Nakagawa,https://orcid.org/0000-0002-3700-2398|https://orcid.org/0000-0003-2106-6597|https://orcid.org/0000-0001-6555-5400|https://orcid.org/0000-0001-7101-3309|https://orcid.org/0000-0003-1312-4953|https://orcid.org/0000-0002-8610-4016|https://orcid.org/0000-0003-2014-3482||https://orcid.org/0000-0001-7688-2626|||https://orcid.org/0000-0003-3780-0223|https://orcid.org/0000-0003-1464-0810|||https://orcid.org/0000-0001-7401-8754|https://orcid.org/0000-0001-5452-3614|https://orcid.org/0000-0003-3866-143X|https://orcid.org/0000-0003-4590-8648|https://orcid.org/0000-0002-0972-6903|https://orcid.org/0000-0003-0822-5637|https://orcid.org/0000-0002-5479-9650|https://orcid.org/0000-0003-3712-4181||https://orcid.org/0000-0003-3748-0864|||https://orcid.org/0000-0002-1169-5050|https://orcid.org/0000-0002-9551-0024|https://orcid.org/0000-0002-5848-3477||https://orcid.org/0000-0002-5146-5823|https://orcid.org/0000-0002-6127-0747|https://orcid.org/0000-0003-2434-4206|https://orcid.org/0000-0001-8177-5075|https://orcid.org/0000-0002-3571-0374|https://orcid.org/0000-0003-4021-0785|https://orcid.org/0000-0002-3993-6127|https://orcid.org/0000-0002-7765-5182,,MATES: A tool for evaluating the quality of reporting of meta-analyses,https://doi.org/10.31222/osf.io/n3cta_v2,FALSE,en,FALSE,29/07/2025,preprint
10.3897/biss.3.46785,10.3897/biss.3.46785,https://openalex.org/W2975113732,Roseline Remans|Chiara Villani|Sarah K. Jones|Allison Grove Smith|Marie‐Angélique Laporte|Natalia Estrada-Carmona|Elizabeth Arnaud|Ehsan Dulloo|Richard China,https://orcid.org/0000-0003-3659-8529|https://orcid.org/0000-0001-9750-3867|https://orcid.org/0000-0002-9422-5563||https://orcid.org/0000-0002-8461-9745|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-6020-5919|https://orcid.org/0000-0001-5567-8220|,cc-by,Measuring Agricultural Biodiversity for Sustainable Food Systems,https://doi.org/10.3897/biss.3.46785,FALSE,en,TRUE,24/09/2019,article
10.1016/j.scitotenv.2015.12.002,10.1016/j.scitotenv.2015.12.002,https://openalex.org/W2202784791,Paul Bardos|Sarah K. Jones|Ian Stephenson|Pierre Menger|Victor Beumer|Francesca Neonato|Linda Maring|Uwe Ferber|Thomas Track|Katja Wendler,https://orcid.org/0000-0001-5698-4561|https://orcid.org/0000-0002-9422-5563|||||https://orcid.org/0009-0009-8000-8646|https://orcid.org/0000-0002-6909-6448||,,Optimising value from the soft re-use of brownfield sites,https://doi.org/10.1016/j.scitotenv.2015.12.002,FALSE,en,FALSE,31/12/2015,article
10.1038/s43016-024-00941-y,10.1038/s43016-024-00941-y,https://openalex.org/W4392597474,Andy Jarvis|Jenny Johana Gallo‐Franco|Julian Portilla|Bruce German|Daniel G. Debouck|Maya Rajasekharan|Colin K. Khoury|Anna Herforth|Selena Ahmed|Joe Tohmé|Elizabeth Arnaud|Christopher D. Golden|Corinna Dawid|Stef de Haan|Fabrice DeClerck|Edith J. M. Feskens|Vincenzo Fogliano|Gayle J. Fritz|Christoph Hald|Robert D. Hall|Robbie Hart|Audrey Henry|Sanwen Huang|Danny Hunter|Bermet Imanbaeva|Andrew J. Lowe|Nancy J. Turner|Gengjie Jia|Elizabeth Johnson|Geetha Kalaiah|Salwa Karboune|Stefan Klade|Gina Rae La Cerva|Vincent Lal|Avraham A. Levy|T. Longvah|Mari Maeda‐Yamamoto|Paul E. Minnis|Marília Regini Nuti|Mariaelena Octavio|Coralia Osorio|Lukas Pawera|Sonia Peter|Rajendra Prasad|Cassandra L. Quave|Howard‐Yana Shapiro|Sheshshayee Sreeman|Warangkana Srichamnong|Roy Steiner|Muhabbat Turdieva|Tiziana Ulian|Tinde van Andel|Ren Wang|Lily Weissgold|Jianbin Yan|John de la Parra,https://orcid.org/0000-0001-6543-0798|https://orcid.org/0000-0003-3653-3805|||https://orcid.org/0000-0002-7618-9570|https://orcid.org/0000-0002-2724-7711|https://orcid.org/0000-0001-7893-5744|https://orcid.org/0000-0002-6079-9374|https://orcid.org/0000-0001-5779-0697|https://orcid.org/0000-0003-2765-7101|https://orcid.org/0000-0002-6020-5919|https://orcid.org/0000-0002-2258-7493|https://orcid.org/0000-0001-5342-2600|https://orcid.org/0000-0001-8690-1886|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0001-5819-2488|https://orcid.org/0000-0001-8786-9355|https://orcid.org/0000-0002-6433-2771||https://orcid.org/0000-0002-5786-768X|https://orcid.org/0000-0002-8803-8059|https://orcid.org/0000-0001-9947-5919|https://orcid.org/0000-0002-8547-5309|https://orcid.org/0000-0002-4267-595X|https://orcid.org/0009-0007-8495-6614|https://orcid.org/0000-0003-1139-2516|https://orcid.org/0000-0002-6810-619X|https://orcid.org/0009-0001-2881-962X|https://orcid.org/0000-0001-8242-5501||https://orcid.org/0000-0002-8718-8725|https://orcid.org/0000-0001-8125-3007||https://orcid.org/0000-0002-7140-5609|https://orcid.org/0000-0002-3097-1540|https://orcid.org/0000-0002-5528-8676|https://orcid.org/0000-0002-4494-7509|https://orcid.org/0009-0006-3769-1417|https://orcid.org/0000-0001-8226-9975||https://orcid.org/0000-0001-6222-0138|https://orcid.org/0000-0001-8548-3491||https://orcid.org/0000-0002-1627-6699|https://orcid.org/0000-0001-9615-7886||https://orcid.org/0000-0002-2634-8596|https://orcid.org/0000-0002-4254-591X|||https://orcid.org/0000-0001-8298-256X|https://orcid.org/0000-0002-4951-1894|||https://orcid.org/0000-0001-7934-8808|https://orcid.org/0000-0003-1425-6288,,Periodic Table of Food Initiative for generating biomolecular knowledge of edible biodiversity,https://doi.org/10.1038/s43016-024-00941-y,FALSE,en,TRUE,08/03/2024,article
10.1007/978-3-031-75027-4_27,10.1007/978-3-031-75027-4_27,https://openalex.org/W4406184643,Theresa M. Crimmins|Brittany S. Barker|Darby D. Bergl|Steve Brewer|Kirsten M. de Beurs|Sarah K. Jones|Tammy M. Long|Emily Mohl|Emma Oschrin|Andrew D. Richardson|Tiffany A. Schriever|Jessica J. Walker|Tanisha M. Williams,https://orcid.org/0000-0001-9592-625X|https://orcid.org/0000-0002-2198-8287|||https://orcid.org/0000-0002-9244-3292|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-0849-9056|https://orcid.org/0000-0001-5121-2810|https://orcid.org/0000-0003-2510-9873|https://orcid.org/0000-0002-0148-6714|https://orcid.org/0000-0001-6128-9133|https://orcid.org/0000-0002-3225-0317|https://orcid.org/0000-0002-1338-2218,other-oa,Phenology in Higher Education,https://doi.org/10.1007/978-3-031-75027-4_27,FALSE,en,TRUE,01/01/2024,book-chapter
10.1186/2048-7010-3-5,10.1186/2048-7010-3-5,https://openalex.org/W2138700163,Peter Steward|Gorm E. Shackelford|Luísa G. Carvalheiro|Tim G. Benton|Lucas A. Garibaldi|Steven M. Sait,https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0003-0949-0934|https://orcid.org/0000-0001-7655-979X|https://orcid.org/0000-0002-7448-1973|https://orcid.org/0000-0003-0725-4049|https://orcid.org/0000-0002-7208-8617,cc-by,Pollination and biological control research: are we neglecting two billion smallholders,https://doi.org/10.1186/2048-7010-3-5,FALSE,en,TRUE,19/03/2014,article
10.1111/gcb.15747,10.1111/gcb.15747,https://openalex.org/W3171470222,Damien Beillouin|Tamara Ben‐Ari|Éric Malézieux|Verena Seufert|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7157-7905|https://orcid.org/0000-0002-5706-9610|https://orcid.org/0000-0003-2975-5856|https://orcid.org/0000-0001-6385-3703,,Positive but variable effects of crop diversification on biodiversity and ecosystem services,https://doi.org/10.1111/gcb.15747,FALSE,en,FALSE,11/06/2021,article
10.1101/2020.09.30.320309,10.1101/2020.09.30.320309,https://openalex.org/W3089440597,Damien Beillouin|Tamara Ben‐Ari|Éric Malézieux|Verena Seufert|David Makowski,https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0001-7157-7905|https://orcid.org/0000-0002-5706-9610|https://orcid.org/0000-0003-2975-5856|https://orcid.org/0000-0001-6385-3703,cc-by-nc-nd,Positive but variable effects of crop diversification on biodiversity and ecosystem services,https://doi.org/10.1101/2020.09.30.320309,FALSE,en,TRUE,02/10/2020,preprint
10.5194/egusphere-2025-4619,10.5194/egusphere-2025-4619,https://openalex.org/W4414746865,Andrea Schievano|Camille Rubeaud|Margret Köthke|Beatrice Landoni|Damien Beillouin|Marta Pérez‐Soba|Simona Bosco|Rui Catarino|Giovanni Tamburini|David Makowski|Sonja Kay,https://orcid.org/0000-0003-3458-2654||https://orcid.org/0000-0001-5368-7641|https://orcid.org/0000-0002-3815-5011|https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-7413-9385|https://orcid.org/0000-0002-9388-6087|https://orcid.org/0000-0001-7181-6187|https://orcid.org/0000-0001-7546-8183|https://orcid.org/0000-0001-6385-3703|https://orcid.org/0000-0003-0531-4407,cc-by,Potential of temperate agroforestry systems to deliver ecosystem services: an evidence map,https://doi.org/10.5194/egusphere-2025-4619,FALSE,en,TRUE,02/10/2025,article
10.5194/egusphere-2025-4619-v1,10.5194/egusphere-2025-4619-v1,https://openalex.org/W4414746888,Andrea Schievano|Camille Rubeaud|Margret Köthke|Beatrice Landoni|Damien Beillouin|Marta Pérez‐Soba|Simona Bosco|Rui Catarino|Giovanni Tamburini|David Makowski|Sonja Kay,https://orcid.org/0000-0003-3458-2654||https://orcid.org/0000-0001-5368-7641|https://orcid.org/0000-0002-3815-5011|https://orcid.org/0000-0003-2014-3482|https://orcid.org/0000-0002-7413-9385|https://orcid.org/0000-0002-9388-6087|https://orcid.org/0000-0001-7181-6187|https://orcid.org/0000-0001-7546-8183|https://orcid.org/0000-0001-6385-3703|https://orcid.org/0000-0003-0531-4407,cc-by,Potential of temperate agroforestry systems to deliver ecosystem services: an evidence map,https://doi.org/10.5194/egusphere-2025-4619-v1,FALSE,en,TRUE,02/10/2025,article
10.7910/dvn/selofd,10.7910/dvn/selofd,https://openalex.org/W7128043970,Namita Joshi|Peter Steward|Todd Stuart Rosenstock|Julian Armando Ramirez Villegas|Katrien Descheemaeker|Marloes P van Loon,|https://orcid.org/0000-0003-3985-4911||||,other-oa,Projected Climate Impacts on Crop Yields in Africa,https://doi.org/10.7910/dvn/selofd,FALSE,,TRUE,14/01/2026,dataset
10.1111/1365-2664.13984,10.1111/1365-2664.13984,https://openalex.org/W3186472438,Fabrizia Ratto|Peter Steward|Steven M. Sait|James S. Pryke|René Gaigher|Michael J. Samways|William E. Kunin,https://orcid.org/0000-0001-8411-4379|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0002-7208-8617|https://orcid.org/0000-0003-3148-5744||https://orcid.org/0000-0003-4237-6025|https://orcid.org/0000-0002-9812-2326,cc-by,Proximity to natural habitat and flower plantings increases insect populations and pollination services in South African apple orchards,https://doi.org/10.1111/1365-2664.13984,FALSE,en,TRUE,26/07/2021,article
10.1080/21513732.2016.1237383,10.1080/21513732.2016.1237383,https://openalex.org/W2541961741,Natalia Estrada-Carmona|Elizabeth B. Harper|Fabrice DeClerck|Alexander K. Fremier,https://orcid.org/0000-0003-4329-5470||https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-4104-6633,,Quantifying model uncertainty to improve watershed-level ecosystem service quantification: a global sensitivity analysis of the RUSLE,https://doi.org/10.1080/21513732.2016.1237383,FALSE,en,TRUE,26/10/2016,article
10.6084/m9.figshare.13621844,10.6084/m9.figshare.13621844,https://openalex.org/W4394522090,Yang Su|Benoît Gabrielle|David Makowski|Damien Beillouin,https://orcid.org/0000-0002-4717-9971|https://orcid.org/0000-0002-9131-2549|https://orcid.org/0000-0001-6385-3703|https://orcid.org/0000-0003-2014-3482,cc-by,Related data used in the paper - High probability of yield gain through conservation agriculture in dry regions for major staple crops,https://doi.org/10.6084/m9.figshare.13621844,FALSE,en,TRUE,01/01/2021,dataset
10.7910/dvn/bwum18,10.7910/dvn/bwum18,https://openalex.org/W4398551352,Latin America Greenhouse Gas Mitigation Network|Ngonidzashe Chirinda|Sandra Loaiza|Laura Arenas|Verónica Ruiz|Claudia Faverín|Carolina Álvarez|Jean Víctor Savian|Renaldo Belfon|Karen Zuñiga|Luis Rodríguez Morales|Catalina Trujillo|Miguel Arango|Idupulapati M. Rao|Jacobo Arango|Michael Peters|Rolando Barahona Rosales|Ciniro Costa|Todd Rosenstock|Meryl Richards|Deissy Martínez- Barón|L. M. Cardenas,|https://orcid.org/0000-0002-4213-6294|https://orcid.org/0000-0002-0239-896X|||https://orcid.org/0000-0002-6951-3029|https://orcid.org/0000-0002-8826-6764|https://orcid.org/0000-0003-3171-2572||||https://orcid.org/0009-0006-5638-2062|https://orcid.org/0000-0002-1041-072X|https://orcid.org/0000-0002-8381-9358|https://orcid.org/0000-0002-4828-9398|https://orcid.org/0000-0003-4237-3916|https://orcid.org/0000-0002-4246-7835|https://orcid.org/0000-0003-1854-2927||https://orcid.org/0000-0002-5065-7401|https://orcid.org/0000-0003-2317-8760|https://orcid.org/0000-0002-4401-9163,other-oa,Replication Data for: Adequate vegetative cover decreases nitrous oxide emissions from cattle urine deposited in grazed pastures under rainy season conditions,https://doi.org/10.7910/dvn/bwum18,FALSE,en,TRUE,25/07/2018,dataset
10.1658/1100-9233(2005)016[0443:rueaaf]2.0.co;2,10.1658/1100-9233(2005)016[0443:rueaaf]2.0.co;2,https://openalex.org/W2267383981,Fabrice DeClerck|Michael G. Barbour|John O. Sawyer,https://orcid.org/0000-0002-3631-8745||,,Resource use efficiency as a function of species richness and stand composition in upper montane conifer forests of the Sierra Nevada,https://doi.org/10.1658/1100-9233(2005)016[0443:rueaaf]2.0.co;2,FALSE,en,FALSE,01/01/2005,article
10.1111/j.1654-1103.2005.tb02384.x,10.1111/j.1654-1103.2005.tb02384.x,https://openalex.org/W4243084097,Fabrice DeClerck|Michael G. Barbour|John O. Sawyer,https://orcid.org/0000-0002-3631-8745||,,Resource use efficiency as a function of species richness and stand composition in upper montane conifer forests of the Sierra Nevada,https://doi.org/10.1111/j.1654-1103.2005.tb02384.x,FALSE,en,FALSE,24/02/2005,article
10.1111/ele.70250/v1/review2,10.1111/ele.70250/v1/review2,https://openalex.org/W4416054230,Damien Beillouin,https://orcid.org/0000-0003-2014-3482,,"Review for ""The Importance of Landscape Composition for Pest Control and Crop Yield: A Global Quantitative Synthesis""",https://doi.org/10.1111/ele.70250/v1/review2,FALSE,,FALSE,26/02/2025,peer-review
10.5194/bg-22-2425-2025,10.5194/bg-22-2425-2025,https://openalex.org/W4410904910,Friedrich J. Bohn|Ana Bastos|Romina Martin|Anja Rammig|Niak Sian Koh|Giles B. Sioen|Bram Büscher|Louise Carver|Fabrice DeClerck|Moritz Drupp|Robert Fletcher|Matthew Forrest|Alexandros Gasparatos|Álex Godoy‐Faúndez|Gregor Hagedorn|Martin Hänsel|Jessica Hetzer|Thomas Hickler|Cornelia B. Krug|Stasja Koot|Xiuzhen Li|Amy Luers|Shelby Matevich|H. Damon Matthews|Ina C. Meier|Mirco Migliavacca|Awaz Mohamed|O Sungmin|David Obura|Ben Orlove|René Orth|Laura Pereira|Markus Reichstein|Lerato Thakholi|Peter H. Verburg|Yuki Yoshida,https://orcid.org/0000-0002-7328-1187|https://orcid.org/0000-0002-7368-7806||https://orcid.org/0000-0001-5425-8718||https://orcid.org/0000-0001-5180-0663|https://orcid.org/0000-0001-8902-1745||https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0002-5365-1697|https://orcid.org/0000-0003-1858-3489|https://orcid.org/0000-0001-9323-1366|https://orcid.org/0000-0002-9609-9863|https://orcid.org/0000-0001-7023-7386|https://orcid.org/0000-0002-0242-3168|https://orcid.org/0000-0002-2384-0024|https://orcid.org/0000-0002-4668-7552||https://orcid.org/0000-0001-8625-7525|https://orcid.org/0000-0002-4672-0455|https://orcid.org/0009-0002-8028-6039||https://orcid.org/0000-0003-3625-390X||https://orcid.org/0000-0003-3546-8407|https://orcid.org/0000-0002-6130-9496|https://orcid.org/0000-0002-7364-2122|https://orcid.org/0000-0003-2256-6649|https://orcid.org/0000-0003-0489-4219|https://orcid.org/0000-0002-9853-921X|https://orcid.org/0000-0002-4996-7234|https://orcid.org/0000-0001-5736-1112||https://orcid.org/0000-0002-6977-7104|https://orcid.org/0000-0003-3787-6092,cc-by,"Reviews and syntheses: Current perspectives on biosphere research 2024–2025 – eight findings from ecology, sociology, and economics",https://doi.org/10.5194/bg-22-2425-2025,FALSE,en,TRUE,30/05/2025,article
10.5194/egusphere-2024-2551,10.5194/egusphere-2024-2551,https://openalex.org/W4401614653,Friedrich J. Bohn|Ana Bastos|Romina Martin|Anja Rammig|Niak Sian Koh|Giles B. Sioen|Bram Büscher|Louise Carver|Fabrice DeClerck|Moritz Drupp|Robert Fletcher|Matthew Forrest|Alexandros Gasparatos|Álex Godoy‐Faúndez|Gregor Hagedorn|Martin Hänsel|Jessica Hetzer|Thomas Hickler|Cornelia B. Krug|Stasja Koot|Xiuzhen Li|Amy Luers|Shelby Matevich|H. Damon Matthews|Ina C. Meier|Awaz Mohamed|O Sungmin|David Obura|Ben Orlove|René Orth|Laura Pereira|Markus Reichstein|Lerato Thakholi|Peter H. Verburg|Yuki Yoshida,https://orcid.org/0000-0002-7328-1187|https://orcid.org/0000-0002-7368-7806||https://orcid.org/0000-0001-5425-8718||https://orcid.org/0000-0001-5180-0663|https://orcid.org/0000-0001-8902-1745||https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0002-5365-1697|https://orcid.org/0000-0003-1858-3489|https://orcid.org/0000-0001-9323-1366|https://orcid.org/0000-0002-9609-9863|https://orcid.org/0000-0001-7023-7386|https://orcid.org/0000-0002-0242-3168|https://orcid.org/0000-0002-2384-0024|https://orcid.org/0000-0002-4668-7552||https://orcid.org/0000-0001-8625-7525|https://orcid.org/0000-0002-4672-0455|https://orcid.org/0009-0002-8028-6039||https://orcid.org/0000-0003-3625-390X||https://orcid.org/0000-0002-6130-9496|https://orcid.org/0000-0002-7364-2122|https://orcid.org/0000-0003-2256-6649|https://orcid.org/0000-0003-0489-4219|https://orcid.org/0000-0002-9853-921X|https://orcid.org/0000-0002-4996-7234|https://orcid.org/0000-0001-5736-1112||https://orcid.org/0000-0002-6977-7104|https://orcid.org/0000-0003-3787-6092,cc-by,Reviews and syntheses: Current perspectives on biosphere research – 2024,https://doi.org/10.5194/egusphere-2024-2551,FALSE,en,TRUE,15/08/2024,preprint
10.1016/j.oneear.2023.12.008,10.1016/j.oneear.2023.12.008,https://openalex.org/W4391037736,Awaz Mohamed|Fabrice DeClerck|Peter H. Verburg|David Obura|Jesse F. Abrams|Noelia Zafra‐Calvo|Juan Rocha|Natalia Estrada-Carmona|Alexander K. Fremier|Sarah K. Jones|Ina C. Meier|Ben Stewart‐Koster,https://orcid.org/0000-0002-6130-9496|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-6977-7104|https://orcid.org/0000-0003-2256-6649|https://orcid.org/0000-0003-0411-8519|https://orcid.org/0000-0003-3350-0784|https://orcid.org/0000-0003-2322-5459|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-4104-6633|https://orcid.org/0000-0002-9422-5563||https://orcid.org/0000-0001-8334-0825,cc-by,Securing Nature’s Contributions to People requires at least 20%–25% (semi-)natural habitat in human-modified landscapes,https://doi.org/10.1016/j.oneear.2023.12.008,FALSE,en,TRUE,01/01/2024,article
10.21203/rs.3.rs-877774/v2,10.21203/rs.3.rs-877774/v2,https://openalex.org/W4225899368,Kenshi Sakai|Patrick J. Brown|Todd Rosenstock|Shrini K. Upadhyaya|Alan Hastings,https://orcid.org/0000-0002-7887-1709|https://orcid.org/0000-0003-1332-711X|||https://orcid.org/0000-0002-0717-8026,cc-by,Spatial Phase Synchronisation of Pistachio Alternate Bearing,https://doi.org/10.21203/rs.3.rs-877774/v2,FALSE,en,TRUE,22/02/2022,preprint
10.2139/ssrn.4111916,10.2139/ssrn.4111916,https://openalex.org/W4285123540,Kenshi Sakai|Patrick H. Brown|Todd Rosenstock|Shrinivasa K. Upadhyaya|Alan Hastings,https://orcid.org/0000-0002-7887-1709|https://orcid.org/0000-0001-6857-8608|||https://orcid.org/0000-0002-0717-8026,,Spatial Phase Synchronisation of Pistachio Alternate Bearing,https://doi.org/10.2139/ssrn.4111916,FALSE,en,TRUE,01/01/2022,article
10.1016/j.envsci.2023.06.003,10.1016/j.envsci.2023.06.003,https://openalex.org/W4380201196,Patrick O. Waeber|Rachel Carmenta|Natalia Estrada-Carmona|Claude García|Thomas Falk|Abigail Fellay|Jaboury Ghazoul|James Reed|Louise Willemen|Wei Zhang|Fritz Kleinschroth,https://orcid.org/0000-0002-3229-0124|https://orcid.org/0000-0001-8607-4147|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-7351-0226|https://orcid.org/0000-0002-2200-3048||https://orcid.org/0000-0002-8319-1636||https://orcid.org/0000-0003-1026-5865|https://orcid.org/0000-0002-1174-7084|https://orcid.org/0000-0002-7614-2123,cc-by,"Structuring the complexity of integrated landscape approaches into selectable, scalable, and measurable attributes",https://doi.org/10.1016/j.envsci.2023.06.003,FALSE,en,TRUE,10/06/2023,article
10.20944/preprints202208.0249.v1,10.20944/preprints202208.0249.v1,https://openalex.org/W4291449139,Patrick O. Waeber|Abigail Fellay|Claude García|Rachel Carmenta|Natalia Estrada-Carmona|Thomas Falk|Jaboury Ghazoul|James Reed|Louise Willemen|Wei Zhang|Fritz Kleinschroth,https://orcid.org/0000-0002-3229-0124||https://orcid.org/0000-0002-7351-0226|https://orcid.org/0000-0001-8607-4147|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-2200-3048|https://orcid.org/0000-0002-8319-1636||https://orcid.org/0000-0003-1026-5865|https://orcid.org/0000-0001-7179-5697|https://orcid.org/0000-0002-7614-2123,cc-by,"Structuring the Complexity of Integrated Landscape Approaches into Selectable, Scalable, and Measurable Attributes",https://doi.org/10.20944/preprints202208.0249.v1,FALSE,en,TRUE,15/08/2022,preprint
10.1016/j.ecolind.2019.105851,10.1016/j.ecolind.2019.105851,https://openalex.org/W2996426856,Christine Negra|Roseline Remans|Simon Attwood|Sarah K. Jones|Fred Werneck|Allison Grove Smith,https://orcid.org/0000-0003-4336-7243|https://orcid.org/0000-0003-3659-8529||https://orcid.org/0000-0002-9422-5563||,cc-by,Sustainable agri-food investments require multi-sector co-development of decision tools,https://doi.org/10.1016/j.ecolind.2019.105851,FALSE,en,TRUE,17/12/2019,article
10.1007/s13280-016-0793-6,10.1007/s13280-016-0793-6,https://openalex.org/W2468709268,Johan Rockström|John Williams|Gretchen C. Daily|Andrew Noble|Nathanial Matthews|Line Gordon|Hanna Wetterstrand|Fabrice DeClerck|Mihir Shah|Pasquale Steduto|Charlotte de Fraiture|N. Hatibu|Olcay Ünver|Jeremy Bird|Lindiwe Majele Sibanda|Jimmy W. Smith,https://orcid.org/0000-0001-8988-2983|https://orcid.org/0000-0003-0409-5783|https://orcid.org/0000-0003-1443-1111||https://orcid.org/0000-0002-1512-1142|https://orcid.org/0000-0002-3520-4340||https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-7307-4903||https://orcid.org/0000-0001-9475-5022||https://orcid.org/0000-0003-3472-9759|https://orcid.org/0000-0003-2239-6504||,cc-by,Sustainable intensification of agriculture for human prosperity and global sustainability,https://doi.org/10.1007/s13280-016-0793-6,FALSE,en,TRUE,12/07/2016,article
10.17615/f7ax-kj40,10.17615/f7ax-kj40,https://openalex.org/W4300691930,"J Spychala|RF Schinazi|Sarah K. Jones|RR Tidwell|Janet E. Hall|RA Rhodes|Kumar, A|DW Boykin|CC Dykstra|WD Wilson",||https://orcid.org/0000-0002-9422-5563||https://orcid.org/0000-0003-4644-3061|||||,,Synthesis of dicationic diarylpyridines as nucleic-acid binding agents,https://doi.org/10.17615/f7ax-kj40,FALSE,en,TRUE,02/11/2020,article
10.17615/15vc-mn67,10.17615/15vc-mn67,https://openalex.org/W4299612436,Sarah K. Jones|Janet E. Hall|RF Schinazi|M Zhao|WD Wilson|J Spychala|RR Tidwell|DW Boykin|CC Dykstra,https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-4644-3061|||||||,,Synthesis of dicationic diaryltriazines nucleic acid binding agents,https://doi.org/10.17615/15vc-mn67,FALSE,en,TRUE,02/11/2020,article
10.1029/2023ef003524,10.1029/2023ef003524,https://openalex.org/W4384926849,Chris Funk|L. Harrison|Zewdu Segele|Todd S. Rosenstock|Peter Steward|C. Leigh Anderson|Erin Coughlan de Perez|Daniel Maxwell|Hussen Seid Endris|Eunice Koch|Guleid Artan|Fetene Teshome Teferi|Stella Aura|Gideon Galu|Diriba Korecha|Weston Anderson|Andrew Hoell|Kerstin Damerau|Emily Williams|Aniruddha Ghosh|Julián Ramírez-Villegas|David Hughes,https://orcid.org/0000-0002-9254-6718|https://orcid.org/0000-0002-7962-4101|https://orcid.org/0000-0001-9329-8819|https://orcid.org/0000-0002-1958-9500|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0001-9430-9305|https://orcid.org/0000-0001-7645-5720|https://orcid.org/0000-0002-1223-9196|https://orcid.org/0000-0003-2308-4422|||https://orcid.org/0000-0002-8775-0765||||https://orcid.org/0000-0003-3755-9943|https://orcid.org/0000-0001-9936-2527|https://orcid.org/0000-0002-2928-7303|https://orcid.org/0000-0002-7261-3071|https://orcid.org/0000-0003-3667-8019|https://orcid.org/0000-0002-8044-583X|https://orcid.org/0000-0002-9954-8919,cc-by,Tailored Forecasts Can Predict Extreme Climate Informing Proactive Interventions in East Africa,https://doi.org/10.1029/2023ef003524,FALSE,en,TRUE,01/07/2023,article
10.1002/pan3.10384,10.1002/pan3.10384,https://openalex.org/W4297271023,Rachel Carmenta|Angela May Steward|Adrielly Albuquerque da Silva|Renan Carneiro|Bhaskar Vira|Natalia Estrada-Carmona,https://orcid.org/0000-0001-8607-4147|||https://orcid.org/0000-0001-9185-800X|https://orcid.org/0000-0001-7766-6773|https://orcid.org/0000-0003-4329-5470,cc-by,"The comparative performance of land sharing, land sparing type interventions on place‐based human well‐being",https://doi.org/10.1002/pan3.10384,FALSE,en,TRUE,12/08/2022,article
